с,В
8.3629,0.3148
8.3737,0.3199
8.3844,0.3199
8.3951,0.3199
8.4058,0.3199
8.4165,0.3148
8.4272,0.3148
8.4383,0.3148
8.4490,0.3148
8.4596,0.3148
8.4703,0.3098
8.4810,0.3098
8.4917,0.3098
8.5024,0.3148
8.5130,0.3098
8.5237,0.3098
8.5344,0.3098
8.5451,0.3098
8.5558,0.3047
8.5665,0.3098
8.5772,0.3098
8.5879,0.3098
8.5986,0.3098
8.6093,0.3047
8.6201,0.3047
8.6308,0.3098
8.6415,0.3098
8.6522,0.3047
8.6628,0.2996
8.6735,0.3047
8.6842,0.2996
8.6949,0.3047
8.7056,0.2996
8.7163,0.2996
8.7269,0.2996
8.7376,0.2996
8.7483,0.2945
8.7590,0.2945
8.7697,0.2945
8.7805,0.2945
8.7912,0.2945
8.8020,0.2945
8.8127,0.2945
8.8235,0.2895
8.8342,0.2945
8.8449,0.2895
8.8557,0.2945
8.8665,0.2945
8.8772,0.2945
8.8879,0.2945
8.8987,0.2895
8.9095,0.2895
8.9202,0.2895
8.9309,0.2895
8.9416,0.2895
8.9524,0.2895
8.9630,0.2895
8.9737,0.2844
8.9844,0.2844
8.9951,0.2844
9.0058,0.2844
9.0165,0.2844
9.0271,0.2844
9.0378,0.2844
9.0485,0.2793
9.0592,0.2844
9.0699,0.2844
9.0807,0.2844
9.0914,0.2844
9.1022,0.2793
9.1128,0.2793
9.1235,0.2793
9.1342,0.2793
9.1449,0.2742
9.1556,0.2742
9.1662,0.2742
9.1769,0.2742
9.1876,0.2742
9.1983,0.2742
9.2091,0.2742
9.2199,0.2742
9.2306,0.2742
9.2414,0.2691
9.2521,0.2691
9.2627,0.2742
9.2735,0.2742
9.2841,0.2742
9.2948,0.2691
9.3055,0.2691
9.3161,0.2742
9.3268,0.2691
9.3376,0.2691
9.3489,0.2691
9.3596,0.2691
9.3703,0.2691
9.3811,0.2691
9.3918,0.2691
9.4024,0.2641
9.4131,0.2641
9.4239,0.2641
9.4345,0.2641
9.4453,0.2641
9.4560,0.2641
9.4667,0.2641
9.4774,0.2641
9.4881,0.2641
9.4987,0.2641
9.5094,0.2641
9.5200,0.2641
9.5307,0.2641
9.5414,0.2590
9.5521,0.2590
9.5627,0.2590
9.5734,0.2590
9.5841,0.2590
9.5948,0.2590
9.6055,0.2590
9.6162,0.2590
9.6268,0.2590
9.6375,0.2590
9.6482,0.2590
9.6589,0.2590
9.6696,0.2590
9.6802,0.2539
9.6909,0.2539
9.7016,0.2539
9.7122,0.2488
9.7229,0.2539
9.7336,0.2539
9.7442,0.2539
9.7549,0.2539
9.7656,0.2488
9.7763,0.2539
9.7869,0.2488
9.7976,0.2488
9.8084,0.2488
9.8191,0.2488
9.8300,0.2488
9.8407,0.2539
9.8515,0.2488
9.8623,0.2488
9.8730,0.2488
9.8837,0.2488
9.8944,0.2488
9.9052,0.2488
9.9159,0.2488
9.9266,0.2488
9.9373,0.2438
9.9479,0.2488
9.9587,0.2488
9.9694,0.2438
9.9802,0.2488
9.9909,0.2438
10.0016,0.2438
10.0123,0.2438
10.0230,0.2387
10.0337,0.2438
10.0444,0.2387
10.0551,0.2438
10.0657,0.2387
10.0765,0.2387
10.0871,0.2387
10.0979,0.2387
10.1086,0.2387
10.1193,0.2387
10.1300,0.2387
10.1407,0.2387
10.1514,0.2336
10.1621,0.2387
10.1728,0.2438
10.1835,0.2387
10.1942,0.2438
10.2048,0.2387
10.2155,0.2387
10.2262,0.2336
10.2368,0.2387
10.2476,0.2336
10.2582,0.2336
10.2689,0.2336
10.2796,0.2336
10.2902,0.2336
10.3009,0.2336
10.3116,0.2336
10.3223,0.2285
10.3331,0.2285
10.3439,0.2285
10.3546,0.2336
10.3653,0.2336
10.3760,0.2336
10.3867,0.2336
10.3974,0.2336
10.4082,0.2285
10.4189,0.2285
10.4296,0.2285
10.4403,0.2285
10.4510,0.2285
10.4616,0.2285
10.4723,0.2285
10.4830,0.2285
10.4937,0.2285
10.5044,0.2285
10.5151,0.2285
10.5257,0.2234
10.5365,0.2285
10.5471,0.2234
10.5578,0.2285
10.5684,0.2234
10.5791,0.2234
10.5897,0.2234
10.6006,0.2234
10.6112,0.2285
10.6219,0.2234
10.6325,0.2234
10.6432,0.2234
10.6539,0.2234
10.6647,0.2234
10.6754,0.2234
10.6860,0.2234
10.6967,0.2184
10.7074,0.2184
10.7181,0.2184
10.7287,0.2234
10.7394,0.2234
10.7500,0.2133
10.7607,0.2184
10.7714,0.2184
10.7821,0.2184
10.7927,0.2184
10.8034,0.2133
10.8141,0.2184
10.8247,0.2184
10.8355,0.2184
10.8462,0.2184
10.8569,0.2184
10.8676,0.2133
10.8783,0.2133
10.8890,0.2184
10.8997,0.2184
10.9125,0.2133
10.9232,0.2133
10.9339,0.2133
10.9446,0.2133
10.9552,0.2133
10.9659,0.2133
10.9766,0.2133
10.9873,0.2133
10.9979,0.2133
11.0087,0.2133
11.0195,0.2133
11.0302,0.2082
11.0409,0.2133
11.0516,0.2133
11.0623,0.2133
11.0729,0.2133
11.0836,0.2133
11.0943,0.2082
11.1050,0.2133
11.1157,0.2082
11.1264,0.2133
11.1372,0.2133
11.1479,0.2082
11.1586,0.2133
11.1693,0.2082
11.1799,0.2082
11.1906,0.2133
11.2013,0.2082
11.2120,0.2082
11.2227,0.1930
11.2334,0.2082
11.2440,0.2031
11.2547,0.2082
11.2653,0.2031
11.2760,0.2031
11.2867,0.2082
11.2974,0.2082
11.3081,0.2031
11.3188,0.2031
11.3295,0.2031
11.3403,0.2031
11.3511,0.2082
11.3618,0.2031
11.3725,0.2031
11.3832,0.1980
11.3939,0.2031
11.4046,0.1980
11.4152,0.2082
11.4259,0.1980
11.4366,0.1980
11.4473,0.1980
11.4580,0.1980
11.4687,0.2031
11.4793,0.2031
11.4900,0.1980
11.5007,0.1980
11.5114,0.2031
11.5222,0.1980
11.5329,0.1980
11.5436,0.1980
11.5543,0.2031
11.5651,0.1980
11.5759,0.1980
11.5867,0.1930
11.5974,0.1980
11.6082,0.1980
11.6189,0.1980
11.6297,0.2031
11.6405,0.1980
11.6513,0.1980
11.6621,0.1980
11.6728,0.1980
11.6836,0.1930
11.6944,0.1980
11.7052,0.1930
11.7159,0.1930
11.7267,0.1980
11.7375,0.1980
11.7482,0.1930
11.7590,0.1930
11.7697,0.1930
11.7805,0.1930
11.7912,0.1930
11.8019,0.1930
11.8126,0.1930
11.8234,0.1930
11.8341,0.1980
11.8452,0.1930
11.8559,0.1879
11.8666,0.1879
11.8774,0.1879
11.8881,0.1930
11.8989,0.1930
11.9096,0.1879
11.9203,0.1930
11.9311,0.1879
11.9418,0.1879
11.9525,0.1930
11.9631,0.1930
11.9738,0.1879
11.9845,0.1879
11.9952,0.1879
12.0059,0.1879
12.0166,0.1930
12.0273,0.1879
12.0380,0.1879
12.0487,0.1879
12.0594,0.1879
12.0701,0.1879
12.0808,0.1879
12.0915,0.1879
12.1023,0.1879
12.1131,0.1879
12.1238,0.1879
12.1345,0.1879
12.1452,0.1828
12.1559,0.1828
12.1666,0.1828
12.1773,0.1828
12.1880,0.1828
12.1987,0.1828
12.2096,0.1828
12.2203,0.1828
12.2311,0.1828
12.2419,0.1828
12.2526,0.1879
12.2633,0.1828
12.2740,0.1828
12.2847,0.1828
12.2954,0.1828
12.3060,0.1828
12.3167,0.1828
12.3276,0.1777
12.3383,0.1828
12.3492,0.1777
12.3599,0.1828
12.3707,0.1777
12.3814,0.1777
12.3921,0.1777
12.4029,0.1777
12.4135,0.1777
12.4242,0.1777
12.4350,0.1828
12.4456,0.1777
12.4564,0.1727
12.4671,0.1777
12.4778,0.1777
12.4885,0.1777
12.4992,0.1777
12.5100,0.1777
12.5207,0.1777
12.5314,0.1777
12.5421,0.1777
12.5528,0.1777
12.5636,0.1777
12.5743,0.1777
12.5850,0.1727
12.5957,0.1777
12.6064,0.1727
12.6171,0.1727
12.6279,0.1727
12.6386,0.1727
12.6493,0.1727
12.6601,0.1777
12.6708,0.1777
12.6815,0.1727
12.6922,0.1727
12.7029,0.1727
12.7137,0.1727
12.7244,0.1727
12.7351,0.1727
12.7458,0.1727
12.7565,0.1727
12.7672,0.1727
12.7780,0.1727
12.7886,0.1727
12.7994,0.1727
12.8102,0.1727
12.8209,0.1727
12.8317,0.1676
12.8425,0.1676
12.8533,0.1676
12.8640,0.1727
12.8747,0.1676
12.8855,0.1676
12.8962,0.1727
12.9070,0.1676
12.9176,0.1676
12.9284,0.1676
12.9391,0.1676
12.9498,0.1676
12.9606,0.1676
12.9713,0.1676
12.9820,0.1676
12.9927,0.1676
13.0034,0.1676
13.0141,0.1676
13.0248,0.1676
13.0355,0.1676
13.0462,0.1676
13.0570,0.1676
13.0678,0.1625
13.0785,0.1676
13.0892,0.1676
13.1000,0.1676
13.1107,0.1676
13.1214,0.1676
13.1321,0.1625
13.1428,0.1625
13.1536,0.1625
13.1642,0.1625
13.1749,0.1625
13.1856,0.1625
13.1963,0.1625
13.2070,0.1676
13.2177,0.1625
13.2285,0.1625
13.2393,0.1625
13.2500,0.1625
13.2608,0.1625
13.2716,0.1676
13.2822,0.1625
13.2929,0.1574
13.3036,0.1574
13.3143,0.1625
13.3250,0.1574
13.3377,0.1625
13.3484,0.1574
13.3592,0.1574
13.3700,0.1625
13.3807,0.1625
13.3915,0.1625
13.4022,0.1574
13.4132,0.1574
13.4239,0.1574
13.4346,0.1574
13.4453,0.1574
13.4561,0.1574
13.4668,0.1574
13.4776,0.1574
13.4882,0.1574
13.4989,0.1625
13.5097,0.1523
13.5204,0.1574
13.5311,0.1625
13.5418,0.1574
13.5525,0.1574
13.5632,0.1574
13.5739,0.1523
13.5847,0.1574
13.5954,0.1574
13.6061,0.1574
13.6168,0.1523
13.6275,0.1523
13.6383,0.1523
13.6492,0.1574
13.6600,0.1523
13.6707,0.1523
13.6818,0.1574
13.6925,0.1523
13.7032,0.1523
13.7139,0.1523
13.7254,0.1523
13.7362,0.1523
13.7469,0.1523
13.7576,0.1473
13.7683,0.1523
13.7789,0.1523
13.7896,0.1523
13.8003,0.1523
13.8110,0.1523
13.8217,0.1523
13.8327,0.1473
13.8434,0.1473
13.8545,0.1523
13.8652,0.1473
13.8758,0.1523
13.8866,0.1523
13.8973,0.1523
13.9083,0.1523
13.9190,0.1473
13.9296,0.1473
13.9404,0.1473
13.9511,0.1523
13.9636,0.1473
13.9742,0.1523
13.9849,0.1473
13.9956,0.1473
14.0063,0.1473
14.0171,0.1473
14.0277,0.1473
14.0385,0.1473
14.0494,0.1473
14.0601,0.1473
14.0708,0.1473
14.0815,0.1473
14.0922,0.1473
14.1030,0.1473
14.1137,0.1473
14.1243,0.1473
14.1350,0.1473
14.1457,0.1473
14.1564,0.1473
14.1671,0.1422
14.1777,0.1422
14.1884,0.1422
14.1990,0.1422
14.2097,0.1422
14.2204,0.1422
14.2310,0.1422
14.2417,0.1422
14.2524,0.1473
14.2630,0.1422
14.2737,0.1422
14.2843,0.1422
14.2950,0.1422
14.3057,0.1422
14.3163,0.1422
14.3270,0.1422
14.3377,0.1422
14.3486,0.1422
14.3594,0.1422
14.3701,0.1422
14.3807,0.1422
14.3914,0.1422
14.4021,0.1422
14.4128,0.1422
14.4235,0.1371
14.4341,0.1422
14.4448,0.1371
14.4554,0.1422
14.4661,0.1422
14.4768,0.1371
14.4874,0.1422
14.4981,0.1422
14.5088,0.1371
14.5194,0.1371
14.5301,0.1371
14.5408,0.1371
14.5515,0.1371
14.5622,0.1422
14.5729,0.1371
14.5836,0.1371
14.5942,0.1371
14.6049,0.1371
14.6157,0.1371
14.6264,0.1371
14.6372,0.1371
14.6480,0.1371
14.6588,0.1320
14.6695,0.1320
14.6803,0.1371
14.6910,0.1371
14.7018,0.1371
14.7125,0.1371
14.7233,0.1371
14.7341,0.1320
14.7448,0.1371
14.7573,0.1371
14.7681,0.1371
14.7788,0.1320
14.7896,0.1320
14.8003,0.1320
14.8113,0.1371
14.8220,0.1320
14.8329,0.1320
14.8437,0.1320
14.8544,0.1320
14.8651,0.1320
14.8758,0.1320
14.8865,0.1320
14.8972,0.1320
14.9079,0.1371
14.9187,0.1320
14.9294,0.1320
14.9400,0.1320
14.9507,0.1320
14.9614,0.1320
14.9721,0.1320
14.9827,0.1270
14.9934,0.1320
