с,В
34.9469,0.7925
34.9475,0.7373
34.9480,0.6979
34.9486,0.6811
34.9491,0.6898
34.9497,0.7208
34.9502,0.7655
34.9508,0.8123
34.9513,0.8512
34.9519,0.8760
34.9524,0.8856
34.9530,0.8825
34.9535,0.8717
34.9541,0.8586
34.9546,0.8485
34.9552,0.8453
34.9557,0.8515
34.9563,0.8678
34.9568,0.8926
34.9574,0.9218
34.9579,0.9497
34.9585,0.9703
34.9590,0.9794
34.9596,0.9758
34.9601,0.9620
34.9607,0.9438
34.9612,0.9287
34.9618,0.9244
34.9623,0.9354
34.9629,0.9604
34.9635,0.9911
34.9640,1.0152
34.9646,1.0204
34.9652,1.0005
34.9657,0.9578
34.9663,0.9035
34.9668,0.8534
34.9673,0.8222
34.9679,0.8178
34.9684,0.8385
34.9690,0.8740
34.9695,0.9101
34.9701,0.9351
34.9706,0.9432
34.9712,0.9357
34.9717,0.9181
34.9723,0.8968
34.9728,0.8770
34.9734,0.8615
34.9739,0.8515
34.9745,0.8475
34.9750,0.8501
34.9756,0.8594
34.9761,0.8745
34.9767,0.8927
34.9772,0.9100
34.9778,0.9222
34.9783,0.9256
34.9789,0.9175
34.9794,0.8967
34.9800,0.8641
34.9805,0.8231
34.9811,0.7807
34.9816,0.7462
34.9822,0.7292
34.9827,0.7372
34.9833,0.7723
34.9838,0.8299
34.9844,0.8982
34.9849,0.9612
34.9855,1.0029
34.9860,1.0135
34.9866,0.9937
34.9871,0.9549
34.9877,0.9149
34.9882,0.8900
34.9888,0.8880
34.9893,0.9056
34.9899,0.9320
34.9904,0.9540
34.9910,0.9628
34.9915,0.9570
34.9921,0.9420
34.9926,0.9267
34.9932,0.9190
34.9937,0.9226
34.9943,0.9367
34.9948,0.9564
34.9954,0.9760
34.9959,0.9911
34.9965,0.9998
34.9970,1.0018
34.9976,0.9978
34.9981,0.9884
34.9987,0.9745
34.9992,0.9580
34.9998,0.9413
35.0003,0.9259
35.0008,0.9122
35.0014,0.8991
35.0019,0.8855
35.0025,0.8710
35.0030,0.8569
35.0036,0.8456
35.0042,0.8389
35.0047,0.8372
35.0053,0.8389
35.0058,0.8423
35.0064,0.8478
35.0069,0.8576
35.0075,0.8748
35.0080,0.8996
35.0086,0.9268
35.0091,0.9462
35.0097,0.9470
35.0102,0.9237
35.0108,0.8801
35.0113,0.8285
35.0118,0.7854
35.0124,0.7639
35.0129,0.7692
35.0135,0.7979
35.0140,0.8412
35.0146,0.8898
35.0152,0.9366
35.0157,0.9776
35.0163,1.0102
35.0168,1.0317
35.0174,1.0384
35.0179,1.0265
35.0185,0.9934
35.0190,0.9398
35.0196,0.8699
35.0201,0.7924
35.0207,0.7195
35.0212,0.6646
35.0218,0.6393
35.0223,0.6493
35.0229,0.6919
35.0234,0.7565
35.0240,0.8278
35.0245,0.8911
35.0251,0.9364
35.0256,0.9607
35.0262,0.9666
35.0267,0.9601
35.0273,0.9477
35.0278,0.9345
35.0284,0.9237
35.0289,0.9168
35.0295,0.9151
35.0300,0.9195
35.0306,0.9313
35.0311,0.9507
35.0317,0.9762
35.0322,1.0035
35.0328,1.0261
35.0333,1.0370
35.0339,1.0312
35.0344,1.0073
35.0350,0.9683
35.0355,0.9207
35.0361,0.8733
35.0366,0.8354
35.0372,0.8148
35.0377,0.8156
35.0383,0.8370
35.0388,0.8730
35.0394,0.9149
35.0399,0.9543
35.0405,0.9861
35.0410,1.0102
35.0415,1.0298
35.0421,1.0475
35.0426,1.0630
35.0432,1.0720
35.0437,1.0690
35.0443,1.0503
35.0448,1.0175
35.0454,0.9777
35.0459,0.9415
35.0465,0.9189
35.0470,0.9143
35.0476,0.9252
35.0481,0.9436
35.0487,0.9615
35.0493,0.9742
35.0499,0.9819
35.0504,0.9879
35.0510,0.9959
35.0516,1.0084
35.0522,1.0249
35.0528,1.0419
35.0534,1.0525
35.0539,1.0484
35.0545,1.0231
35.0551,0.9766
35.0556,0.9167
35.0562,0.8580
35.0567,0.8165
35.0573,0.8032
35.0578,0.8193
35.0584,0.8570
35.0589,0.9031
35.0595,0.9443
35.0600,0.9724
35.0606,0.9854
35.0611,0.9864
35.0617,0.9816
35.0622,0.9768
35.0628,0.9751
35.0633,0.9763
35.0639,0.9769
35.0644,0.9713
35.0650,0.9544
35.0655,0.9231
35.0661,0.8783
35.0666,0.8246
35.0672,0.7696
35.0677,0.7222
35.0683,0.6908
35.0688,0.6814
35.0694,0.6953
35.0699,0.7281
35.0705,0.7701
35.0710,0.8092
35.0716,0.8344
35.0721,0.8399
35.0727,0.8263
35.0733,0.8000
35.0738,0.7712
35.0744,0.7506
35.0749,0.7460
35.0755,0.7609
35.0760,0.7942
35.0766,0.8421
35.0771,0.8984
35.0777,0.9556
35.0782,1.0054
35.0788,1.0395
35.0793,1.0511
35.0798,1.0373
35.0804,1.0016
35.0809,0.9542
35.0815,0.9106
35.0820,0.8867
35.0826,0.8929
35.0831,0.9303
35.0837,0.9897
35.0842,1.0550
35.0848,1.1090
35.0853,1.1389
35.0859,1.1393
35.0864,1.1119
35.0870,1.0627
35.0875,0.9994
35.0881,0.9302
35.0886,0.8643
35.0892,0.8122
35.0897,0.7841
35.0903,0.7866
35.0908,0.8197
35.0913,0.8751
35.0919,0.9387
35.0924,0.9959
35.0930,1.0370
35.0935,1.0600
35.0941,1.0698
35.0946,1.0736
35.0952,1.0765
35.0957,1.0794
35.0963,1.0790
35.0968,1.0711
35.0974,1.0531
35.0979,1.0255
35.0985,0.9918
35.0990,0.9570
35.0996,0.9263
35.1001,0.9032
35.1007,0.8886
35.1012,0.8812
35.1018,0.8781
35.1023,0.8758
35.1029,0.8713
35.1034,0.8621
35.1040,0.8476
35.1046,0.8307
35.1051,0.8191
35.1057,0.8231
35.1062,0.8519
35.1068,0.9086
35.1073,0.9871
35.1079,1.0735
35.1084,1.1489
35.1090,1.1956
35.1095,1.2009
35.1101,1.1611
35.1106,1.0829
35.1112,0.9831
35.1117,0.8839
35.1123,0.8060
35.1128,0.7615
35.1134,0.7500
35.1139,0.7606
35.1145,0.7795
35.1150,0.7973
35.1156,0.8136
35.1161,0.8343
35.1167,0.8658
35.1172,0.9087
35.1178,0.9550
35.1183,0.9907
35.1188,1.0015
35.1194,0.9799
35.1199,0.9292
35.1205,0.8631
35.1210,0.8003
35.1216,0.7573
35.1221,0.7430
35.1227,0.7567
35.1232,0.7900
35.1238,0.8308
35.1243,0.8666
35.1249,0.8874
35.1254,0.8875
35.1260,0.8675
35.1265,0.8341
35.1271,0.7986
35.1276,0.7726
35.1282,0.7656
35.1287,0.7818
35.1292,0.8190
35.1298,0.8685
35.1303,0.9162
35.1309,0.9476
35.1314,0.9526
35.1320,0.9302
35.1325,0.8899
35.1331,0.8472
35.1336,0.8173
35.1342,0.8086
35.1347,0.8193
35.1353,0.8403
35.1358,0.8600
35.1364,0.8703
35.1369,0.8699
35.1375,0.8637
35.1380,0.8598
35.1386,0.8642
35.1391,0.8771
35.1397,0.8926
35.1402,0.9016
35.1408,0.8979
35.1413,0.8821
35.1418,0.8623
35.1424,0.8502
35.1429,0.8550
35.1435,0.8794
35.1441,0.9183
35.1448,0.9616
35.1455,0.9978
35.1461,1.0181
35.1468,1.0179
35.1475,0.9968
35.1481,0.9570
35.1487,0.9033
35.1493,0.8428
35.1499,0.7848
35.1505,0.7388
35.1511,0.7109
35.1518,0.7017
35.1524,0.7067
35.1530,0.7186
35.1536,0.7315
35.1542,0.7430
35.1548,0.7536
35.1554,0.7642
35.1560,0.7736
35.1567,0.7781
35.1573,0.7739
35.1579,0.7590
35.1585,0.7341
35.1591,0.7017
35.1597,0.6652
35.1602,0.6278
35.1608,0.5933
35.1614,0.5668
35.1620,0.5543
35.1626,0.5612
35.1632,0.5891
35.1639,0.6343
35.1645,0.6879
35.1652,0.7383
35.1658,0.7747
35.1664,0.7910
35.1669,0.7878
35.1675,0.7722
35.1680,0.7555
35.1686,0.7491
35.1692,0.7609
35.1698,0.7921
35.1704,0.8375
35.1710,0.8880
35.1716,0.9341
35.1722,0.9682
35.1728,0.9857
35.1734,0.9848
35.1741,0.9663
35.1747,0.9338
35.1754,0.8938
35.1760,0.8550
35.1767,0.8261
35.1773,0.8130
35.1779,0.8172
35.1785,0.8368
35.1791,0.8676
35.1797,0.9039
35.1802,0.9385
35.1808,0.9632
35.1814,0.9705
35.1819,0.9565
35.1825,0.9233
35.1831,0.8806
35.1836,0.8428
35.1842,0.8249
35.1847,0.8354
35.1853,0.8723
35.1858,0.9228
35.1864,0.9678
35.1869,0.9891
35.1875,0.9766
35.1880,0.9318
35.1886,0.8672
35.1892,0.8008
35.1897,0.7493
35.1903,0.7218
35.1909,0.7190
35.1915,0.7345
35.1920,0.7597
35.1926,0.7865
35.1932,0.8097
35.1938,0.8259
35.1943,0.8335
35.1949,0.8314
35.1954,0.8187
35.1960,0.7948
35.1965,0.7595
35.1971,0.7137
35.1976,0.6599
35.1982,0.6031
35.1988,0.5518
35.1993,0.5166
35.1999,0.5077
35.2004,0.5315
35.2010,0.5877
35.2015,0.6683
35.2021,0.7586
35.2027,0.8409
35.2032,0.8992
35.2038,0.9237
35.2043,0.9143
35.2049,0.8796
35.2054,0.8340
35.2060,0.7919
35.2065,0.7624
35.2071,0.7472
35.2076,0.7413
35.2082,0.7371
35.2088,0.7295
35.2093,0.7175
35.2099,0.7044
35.2104,0.6936
35.2110,0.6859
35.2115,0.6789
35.2121,0.6690
35.2126,0.6536
35.2132,0.6326
35.2137,0.6086
35.2143,0.5865
35.2148,0.5724
35.2154,0.5728
35.2159,0.5925
35.2165,0.6326
35.2170,0.6887
35.2175,0.7504
35.2181,0.8028
35.2186,0.8306
35.2192,0.8239
35.2197,0.7822
35.2203,0.7162
35.2208,0.6445
35.2213,0.5877
35.2219,0.5605
35.2224,0.5666
35.2230,0.5987
35.2235,0.6425
35.2241,0.6830
35.2246,0.7089
35.2251,0.7153
35.2257,0.7030
35.2262,0.6770
35.2268,0.6447
35.2273,0.6141
35.2279,0.5915
35.2284,0.5800
35.2289,0.5796
35.2295,0.5886
35.2300,0.6063
35.2306,0.6342
35.2311,0.6747
35.2317,0.7280
35.2322,0.7903
35.2327,0.8533
35.2333,0.9079
35.2338,0.9472
35.2344,0.9685
35.2349,0.9726
35.2355,0.9618
35.2360,0.9368
35.2365,0.8966
35.2371,0.8410
35.2376,0.7730
35.2382,0.7008
35.2387,0.6367
35.2393,0.5934
35.2398,0.5786
35.2404,0.5922
35.2409,0.6253
35.2415,0.6634
35.2420,0.6922
35.2425,0.7026
35.2431,0.6947
35.2436,0.6773
35.2442,0.6642
35.2447,0.6688
35.2453,0.6973
35.2458,0.7466
35.2463,0.8049
35.2469,0.8562
35.2474,0.8872
35.2480,0.8914
35.2485,0.8708
35.2491,0.8339
35.2496,0.7908
35.2501,0.7495
35.2507,0.7135
35.2512,0.6819
35.2518,0.6518
35.2523,0.6202
35.2529,0.5865
35.2534,0.5535
35.2539,0.5278
35.2545,0.5176
35.2550,0.5295
35.2556,0.5650
35.2561,0.6182
35.2567,0.6765
35.2572,0.7247
35.2577,0.7495
35.2583,0.7439
35.2588,0.7089
35.2594,0.6531
35.2599,0.5899
35.2605,0.5340
35.2610,0.4968
35.2615,0.4839
35.2621,0.4942
35.2626,0.5216
35.2632,0.5571
35.2637,0.5922
35.2643,0.6210
35.2648,0.6422
35.2653,0.6583
35.2659,0.6741
35.2664,0.6938
35.2670,0.7185
35.2675,0.7455
35.2681,0.7692
35.2686,0.7840
35.2691,0.7861
35.2697,0.7756
35.2702,0.7569
35.2708,0.7369
35.2713,0.7231
35.2719,0.7212
35.2724,0.7342
35.2729,0.7615
35.2735,0.7991
35.2740,0.8397
35.2746,0.8735
35.2751,0.8911
35.2757,0.8857
35.2762,0.8556
35.2768,0.8043
35.2773,0.7387
35.2778,0.6672
35.2784,0.5979
35.2789,0.5380
35.2795,0.4933
35.2800,0.4672
35.2806,0.4607
35.2811,0.4715
35.2817,0.4946
35.2822,0.5234
35.2827,0.5511
35.2833,0.5740
35.2838,0.5918
35.2844,0.6071
35.2849,0.6230
35.2855,0.6399
35.2860,0.6553
35.2865,0.6649
35.2871,0.6653
35.2876,0.6562
35.2882,0.6407
35.2887,0.6252
35.2893,0.6169
35.2898,0.6202
35.2903,0.6347
35.2909,0.6546
35.2914,0.6714
35.2920,0.6775
35.2925,0.6688
35.2931,0.6468
35.2936,0.6183
35.2941,0.5931
35.2947,0.5804
35.2952,0.5847
35.2958,0.6041
35.2963,0.6318
35.2969,0.6586
35.2974,0.6774
35.2979,0.6845
35.2985,0.6800
35.2990,0.6662
35.2996,0.6457
35.3001,0.6210
35.3006,0.5944
35.3012,0.5691
35.3017,0.5503
35.3023,0.5441
35.3028,0.5559
35.3034,0.5863
35.3039,0.6298
35.3045,0.6759
35.3050,0.7133
35.3055,0.7330
35.3061,0.7310
35.3066,0.7080
35.3072,0.6685
35.3077,0.6203
35.3083,0.5724
35.3088,0.5330
35.3094,0.5077
35.3099,0.4981
35.3105,0.5033
35.3110,0.5209
35.3116,0.5480
35.3121,0.5799
35.3127,0.6090
35.3132,0.6255
35.3138,0.6212
35.3143,0.5936
35.3148,0.5485
35.3154,0.4980
35.3159,0.4562
35.3165,0.4332
35.3170,0.4319
35.3176,0.4483
35.3181,0.4742
35.3187,0.5011
35.3192,0.5232
35.3198,0.5388
35.3203,0.5495
35.3208,0.5601
35.3214,0.5761
35.3219,0.6014
35.3225,0.6368
35.3230,0.6788
35.3236,0.7205
35.3241,0.7544
35.3247,0.7742
35.3252,0.7772
35.3258,0.7643
35.3263,0.7390
35.3268,0.7064
35.3274,0.6717
35.3279,0.6403
35.3285,0.6171
35.3290,0.6052
35.3296,0.6047
35.3301,0.6123
35.3307,0.6227
35.3312,0.6307
35.3318,0.6332
35.3323,0.6291
35.3328,0.6189
35.3334,0.6040
35.3339,0.5867
35.3345,0.5695
35.3350,0.5551
35.3356,0.5463
35.3361,0.5469
35.3367,0.5616
35.3372,0.5943
35.3378,0.6438
35.3383,0.7021
35.3389,0.7554
35.3394,0.7886
35.3399,0.7912
35.3405,0.7617
35.3410,0.7080
35.3416,0.6450
35.3421,0.5887
35.3427,0.5512
35.3432,0.5371
35.3438,0.5426
35.3443,0.5579
35.3449,0.5713
35.3454,0.5741
35.3459,0.5639
35.3465,0.5443
35.3470,0.5217
35.3476,0.5016
35.3481,0.4866
35.3487,0.4769
35.3492,0.4724
35.3498,0.4743
35.3503,0.4845
35.3509,0.5031
35.3514,0.5269
35.3520,0.5496
35.3525,0.5650
35.3530,0.5702
35.3536,0.5684
35.3541,0.5670
35.3547,0.5736
35.3552,0.5913
35.3558,0.6172
35.3563,0.6438
35.3569,0.6634
35.3574,0.6706
35.3580,0.6643
35.3585,0.6473
35.3590,0.6250
35.3596,0.6041
35.3601,0.5908
35.3607,0.5893
35.3612,0.6005
35.3618,0.6221
35.3623,0.6488
35.3629,0.6734
35.3634,0.6885
35.3640,0.6879
35.3645,0.6683
35.3651,0.6314
35.3656,0.5834
35.3662,0.5337
35.3667,0.4913
35.3673,0.4614
35.3678,0.4442
35.3684,0.4357
35.3689,0.4302
35.3694,0.4238
35.3700,0.4168
35.3705,0.4137
35.3711,0.4215
35.3716,0.4467
35.3722,0.4904
35.3727,0.5470
35.3733,0.6049
35.3738,0.6506
35.3744,0.6734
35.3749,0.6692
35.3755,0.6407
35.3760,0.5958
35.3765,0.5448
35.3771,0.4979
35.3776,0.4632
35.3782,0.4452
35.3788,0.4448
35.3793,0.4591
35.3799,0.4829
35.3805,0.5095
35.3810,0.5329
35.3816,0.5492
35.3822,0.5575
35.3827,0.5593
35.3833,0.5573
35.3838,0.5535
35.3844,0.5484
35.3849,0.5416
35.3855,0.5329
35.3860,0.5224
35.3866,0.5105
35.3871,0.4982
35.3877,0.4874
35.3882,0.4813
35.3888,0.4822
35.3894,0.4898
35.3899,0.5005
35.3905,0.5086
35.3910,0.5102
35.3916,0.5060
35.3921,0.5009
35.3927,0.5014
35.3932,0.5113
35.3938,0.5289
35.3943,0.5464
35.3949,0.5529
35.3954,0.5389
35.3960,0.5014
35.3965,0.4464
35.3971,0.3873
35.3976,0.3397
35.3982,0.3149
35.3987,0.3161
35.3993,0.3381
35.3998,0.3709
35.4004,0.4037
35.4010,0.4281
35.4015,0.4383
35.4021,0.4320
35.4026,0.4106
35.4032,0.3802
35.4037,0.3504
35.4043,0.3316
35.4048,0.3308
35.4054,0.3485
35.4059,0.3784
35.4065,0.4107
35.4070,0.4357
35.4076,0.4469
35.4081,0.4409
35.4087,0.4172
35.4092,0.3777
35.4098,0.3275
35.4103,0.2756
35.4109,0.2339
35.4114,0.2142
35.4120,0.2240
35.4125,0.2630
35.4131,0.3231
35.4137,0.3905
35.4142,0.4512
35.4148,0.4954
35.4153,0.5200
35.4159,0.5275
35.4164,0.5238
35.4170,0.5149
35.4175,0.5053
35.4181,0.4969
35.4187,0.4895
35.4192,0.4827
35.4198,0.4771
35.4203,0.4749
35.4209,0.4795
35.4214,0.4941
35.4220,0.5191
35.4225,0.5507
35.4231,0.5815
35.4236,0.6032
35.4242,0.6100
35.4247,0.6005
35.4253,0.5772
35.4258,0.5442
35.4264,0.5051
35.4269,0.4633
35.4275,0.4227
35.4281,0.3886
35.4286,0.3681
35.4292,0.3672
35.4297,0.3889
35.4303,0.4309
35.4308,0.4846
35.4314,0.5372
35.4319,0.5757
35.4325,0.5912
35.4330,0.5816
35.4336,0.5519
35.4341,0.5118
35.4347,0.4716
35.4352,0.4400
35.4358,0.4213
35.4364,0.4159
35.4369,0.4208
35.4375,0.4327
35.4380,0.4499
35.4386,0.4732
35.4391,0.5030
35.4397,0.5378
35.4402,0.5727
35.4408,0.6005
35.4413,0.6144
35.4419,0.6102
35.4424,0.5873
35.4430,0.5487
35.4435,0.4996
35.4441,0.4458
35.4446,0.3918
35.4452,0.3414
35.4458,0.2980
35.4463,0.2646
35.4469,0.2431
35.4474,0.2338
35.4480,0.2347
35.4485,0.2429
35.4491,0.2557
35.4496,0.2726
35.4502,0.2955
35.4508,0.3269
35.4513,0.3664
35.4519,0.4091
35.4524,0.4461
35.4530,0.4676
35.4535,0.4670
35.4541,0.4438
35.4546,0.4040
35.4552,0.3583
35.4557,0.3182
35.4563,0.2923
35.4568,0.2843
35.4574,0.2932
35.4579,0.3149
35.4585,0.3444
35.4591,0.3760
35.4596,0.4047
35.4602,0.4257
35.4607,0.4352
35.4613,0.4311
35.4619,0.4139
35.4624,0.3872
35.4630,0.3577
35.4636,0.3331
35.4641,0.3202
35.4647,0.3229
35.4652,0.3417
35.4658,0.3733
35.4663,0.4108
35.4669,0.4452
35.4674,0.4686
35.4680,0.4765
35.4685,0.4688
35.4691,0.4489
35.4697,0.4225
35.4702,0.3958
35.4708,0.3746
35.4713,0.3619
35.4719,0.3581
35.4724,0.3613
35.4730,0.3698
35.4735,0.3833
35.4741,0.4037
35.4746,0.4329
35.4752,0.4703
35.4757,0.5113
35.4763,0.5473
35.4768,0.5696
35.4774,0.5729
35.4780,0.5582
35.4785,0.5335
35.4791,0.5102
35.4796,0.4997
35.4802,0.5084
35.4807,0.5348
35.4813,0.5704
35.4818,0.6030
35.4824,0.6224
35.4829,0.6242
35.4835,0.6104
35.4840,0.5878
35.4846,0.5648
35.4851,0.5489
35.4857,0.5450
35.4862,0.5551
35.4868,0.5781
35.4874,0.6103
35.4879,0.6467
35.4885,0.6812
35.4890,0.7089
35.4896,0.7259
35.4901,0.7302
35.4907,0.7212
35.4912,0.7000
35.4918,0.6699
35.4923,0.6365
35.4929,0.6073
35.4934,0.5894
35.4940,0.5876
35.4946,0.6022
35.4951,0.6286
35.4957,0.6588
35.4962,0.6845
35.4968,0.7003
35.4973,0.7058
35.4979,0.7046
35.4984,0.7015
35.4990,0.6996
35.4995,0.6995
35.5001,0.7005
35.5006,0.7027
35.5012,0.7071
35.5018,0.7147
35.5023,0.7244
35.5029,0.7323
35.5034,0.7318
35.5040,0.7174
35.5046,0.6882
35.5051,0.6508
35.5057,0.6180
35.5062,0.6049
35.5068,0.6230
35.5073,0.6747
35.5079,0.7513
35.5084,0.8350
35.5090,0.9045
35.5095,0.9425
35.5101,0.9414
35.5106,0.9053
35.5112,0.8480
35.5117,0.7877
35.5123,0.7403
35.5128,0.7148
35.5134,0.7117
35.5139,0.7244
35.5145,0.7445
35.5151,0.7649
35.5156,0.7825
35.5162,0.7971
35.5167,0.8091
35.5173,0.8184
35.5178,0.8241
35.5184,0.8254
35.5189,0.8230
35.5195,0.8199
35.5201,0.8205
35.5206,0.8285
35.5212,0.8442
35.5217,0.8639
35.5223,0.8805
35.5228,0.8862
35.5234,0.8763
35.5239,0.8515
35.5245,0.8181
35.5250,0.7860
35.5256,0.7657
35.5262,0.7647
35.5267,0.7853
35.5273,0.8233
35.5278,0.8688
35.5284,0.9094
35.5289,0.9331
35.5295,0.9324
35.5300,0.9069
35.5306,0.8640
35.5311,0.8172
35.5317,0.7811
35.5322,0.7660
35.5328,0.7746
35.5333,0.8010
35.5339,0.8336
35.5344,0.8605
35.5350,0.8742
35.5356,0.8742
35.5361,0.8669
35.5367,0.8614
35.5372,0.8660
35.5378,0.8844
35.5383,0.9147
35.5389,0.9495
35.5394,0.9783
35.5400,0.9909
35.5405,0.9815
35.5411,0.9508
35.5416,0.9067
35.5422,0.8606
35.5427,0.8241
35.5433,0.8048
35.5438,0.8048
35.5444,0.8213
35.5450,0.8478
35.5455,0.8769
35.5461,0.9026
35.5466,0.9227
35.5472,0.9401
35.5477,0.9604
35.5483,0.9885
35.5488,1.0243
35.5494,1.0626
35.5499,1.0946
35.5505,1.1119
35.5510,1.1106
35.5516,1.0929
35.5521,1.0663
35.5527,1.0405
35.5532,1.0244
35.5538,1.0231
35.5543,1.0369
35.5549,1.0614
35.5555,1.0887
35.5560,1.1103
35.5566,1.1196
35.5571,1.1147
35.5577,1.0985
35.5582,1.0775
35.5588,1.0582
35.5593,1.0452
35.5599,1.0387
35.5604,1.0360
35.5610,1.0329
35.5615,1.0259
35.5621,1.0143
35.5626,1.0011
35.5632,0.9916
35.5637,0.9918
35.5643,1.0041
35.5649,1.0265
35.5654,1.0523
35.5660,1.0739
35.5665,1.0872
35.5671,1.0938
35.5676,1.0998
35.5682,1.1116
35.5687,1.1320
35.5693,1.1577
35.5698,1.1808
35.5704,1.1925
35.5709,1.1873
35.5715,1.1651
35.5721,1.1316
35.5726,1.0947
35.5732,1.0620
35.5737,1.0385
35.5743,1.0261
35.5748,1.0244
35.5754,1.0324
35.5759,1.0486
35.5765,1.0711
35.5771,1.0971
35.5776,1.1223
35.5782,1.1411
35.5787,1.1486
35.5793,1.1422
35.5799,1.1228
35.5804,1.0941
35.5810,1.0616
35.5815,1.0307
35.5821,1.0054
35.5826,0.9880
35.5832,0.9783
35.5837,0.9743
35.5843,0.9735
35.5848,0.9750
35.5854,0.9811
35.5859,0.9965
35.5865,1.0255
35.5871,1.0686
35.5876,1.1202
35.5882,1.1703
35.5887,1.2086
35.5893,1.2281
35.5898,1.2274
35.5904,1.2102
35.5909,1.1826
35.5915,1.1520
35.5921,1.1249
35.5926,1.1073
35.5932,1.1027
35.5937,1.1113
35.5943,1.1292
35.5948,1.1497
35.5954,1.1652
35.5959,1.1711
35.5965,1.1666
35.5970,1.1554
35.5976,1.1426
35.5981,1.1325
35.5987,1.1270
35.5992,1.1251
35.5998,1.1246
35.6004,1.1222
35.6009,1.1143
35.6015,1.0973
35.6020,1.0689
35.6026,1.0303
35.6031,0.9871
35.6037,0.9497
35.6042,0.9303
35.6048,0.9383
35.6053,0.9761
35.6059,1.0365
35.6064,1.1041
35.6070,1.1608
35.6075,1.1913
35.6081,1.1879
35.6086,1.1524
35.6092,1.0951
35.6098,1.0310
35.6103,0.9757
35.6109,0.9407
35.6114,0.9302
35.6120,0.9408
35.6125,0.9638
35.6131,0.9884
35.6136,1.0058
35.6142,1.0122
35.6147,1.0101
35.6153,1.0064
35.6158,1.0100
35.6164,1.0279
35.6169,1.0629
35.6175,1.1129
35.6180,1.1704
35.6186,1.2244
35.6191,1.2624
35.6197,1.2743
35.6203,1.2554
35.6208,1.2090
35.6214,1.1456
35.6219,1.0810
35.6225,1.0315
35.6230,1.0104
35.6236,1.0235
35.6241,1.0672
35.6247,1.1293
35.6252,1.1924
35.6258,1.2393
35.6263,1.2580
35.6269,1.2445
35.6274,1.2029
35.6280,1.1440
35.6286,1.0817
35.6291,1.0292
35.6297,0.9955
35.6302,0.9832
35.6308,0.9892
35.6313,1.0057
35.6319,1.0235
35.6324,1.0339
35.6330,1.0315
35.6335,1.0157
35.6341,0.9919
35.6346,0.9695
35.6352,0.9592
35.6357,0.9686
35.6363,0.9992
35.6368,1.0467
35.6374,1.1024
35.6379,1.1564
35.6385,1.2003
35.6391,1.2293
35.6396,1.2425
35.6402,1.2422
35.6407,1.2324
35.6413,1.2168
35.6418,1.1983
35.6424,1.1788
35.6429,1.1586
35.6435,1.1370
35.6440,1.1124
35.6446,1.0847
35.6451,1.0562
35.6457,1.0326
35.6463,1.0211
35.6469,1.0272
35.6475,1.0509
35.6481,1.0858
35.6487,1.1206
35.6493,1.1438
35.6499,1.1484
35.6505,1.1335
35.6510,1.1050
35.6516,1.0732
35.6522,1.0490
35.6527,1.0411
35.6533,1.0519
35.6539,1.0771
35.6544,1.1069
35.6550,1.1296
35.6556,1.1353
35.6562,1.1193
35.6568,1.0832
35.6573,1.0346
35.6579,0.9844
35.6585,0.9443
35.6590,0.9224
35.6596,0.9218
35.6602,0.9401
35.6607,0.9711
35.6613,1.0072
35.6618,1.0433
35.6624,1.0777
35.6630,1.1112
35.6636,1.1440
35.6641,1.1734
35.6647,1.1939
35.6652,1.1997
35.6658,1.1877
35.6664,1.1605
35.6669,1.1267
35.6675,1.0971
35.6681,1.0810
35.6687,1.0818
35.6693,1.0971
35.6699,1.1203
35.6705,1.1435
35.6711,1.1602
35.6717,1.1663
35.6723,1.1603
35.6729,1.1438
35.6735,1.1206
35.6742,1.0959
35.6748,1.0755
35.6755,1.0636
35.6761,1.0621
35.6767,1.0702
35.6773,1.0853
35.6779,1.1050
35.6785,1.1268
35.6791,1.1482
35.6797,1.1654
35.6803,1.1734
35.6808,1.1680
35.6814,1.1477
35.6820,1.1152
35.6825,1.0765
35.6831,1.0384
35.6836,1.0069
35.6842,0.9850
35.6847,0.9734
35.6853,0.9709
35.6858,0.9760
35.6864,0.9875
35.6869,1.0051
35.6875,1.0277
35.6880,1.0525
35.6886,1.0741
35.6891,1.0867
35.6897,1.0865
35.6902,1.0747
35.6908,1.0578
35.6913,1.0449
35.6919,1.0437
35.6924,1.0565
35.6930,1.0799
35.6935,1.1061
35.6941,1.1264
35.6946,1.1350
35.6952,1.1310
35.6957,1.1189
35.6963,1.1067
35.6968,1.1018
35.6974,1.1080
35.6979,1.1233
35.6985,1.1411
35.6990,1.1536
35.6995,1.1551
35.7001,1.1450
35.7006,1.1274
35.7012,1.1100
35.7017,1.1001
35.7023,1.1019
35.7028,1.1145
35.7034,1.1335
35.7039,1.1528
35.7045,1.1669
35.7050,1.1729
35.7056,1.1698
35.7061,1.1582
35.7067,1.1397
35.7072,1.1167
35.7078,1.0931
35.7083,1.0729
35.7089,1.0598
35.7094,1.0559
35.7100,1.0612
35.7105,1.0748
35.7110,1.0949
35.7116,1.1199
35.7121,1.1467
35.7127,1.1704
35.7132,1.1835
35.7138,1.1773
35.7143,1.1448
35.7149,1.0846
35.7154,1.0038
35.7160,0.9182
35.7165,0.8478
35.7170,0.8106
35.7176,0.8162
35.7181,0.8616
35.7187,0.9321
35.7192,1.0054
35.7198,1.0587
35.7203,1.0763
35.7208,1.0536
35.7214,0.9972
35.7219,0.9220
35.7225,0.8460
