с,В
30.001394347647434,0.016292522105847827
30.001945021230856,0.0165442540669607
30.00249291880171,0.016839809874241555
30.003035950329338,0.017195124673369217
30.00357373487891,0.017584790008788962
30.004107278152567,0.017944556733550346
30.004638298949004,0.01819065253655576
30.00516853461646,0.0182484502580406
30.005699261363326,0.018079852398616675
30.006231113423237,0.017699718090849477
30.0067641529067,0.017175840401815173
30.007298078456806,0.01661258782141319
30.00783245507733,0.016123415236663944
30.008366880484026,0.015800571983166065
30.00890106094639,0.01569084846649797
30.009434816134622,0.015784234395450278
30.009968053568002,0.016018571154481635
30.010500757099244,0.01629869650847356
30.01103301258109,0.016524458707080743
30.011565058050838,0.016619502683502412
30.0120973215205,0.01655261807955474
30.012630397843328,0.016345685179088864
30.0131649267198,0.016066140470724594
30.01370138047185,0.015806232381083307
30.014239829181196,0.015654954708646703
30.014779795841786,0.01567054859022562
30.015320317054012,0.01586138240195957
30.015860235993753,0.016180846988764968
30.016398600135087,0.016538174356056416
30.016934955120757,0.016822765621308453
30.017469405055316,0.016935785856324652
30.018002462711635,0.01682039835716501
30.018534802877607,0.016481779878630243
30.01906703225595,0.015990347034642874
30.01959954870276,0.015466161003175445
30.02013250773071,0.015048087375963404
30.02066586913453,0.01485612754657578
30.02119948271419,0.014957693040929372
30.021733174604567,0.015347643481355928
30.022266806347844,0.01594796310490781
30.02280030066288,0.016627254469022485
30.023333641467726,0.017234537076594485
30.02386685785297,0.017637832219683233
30.02440000507417,0.017756774250157027
30.02493315041992,0.01758030548272768
30.025466361508357,0.017164904365151928
30.025999694676983,0.01661454337661722
30.026533181024764,0.016048963778642622
30.027066807390234,0.01557023730693633
30.02760049982187,0.015237888934252796
30.02813412245788,0.015059877803589035
30.02866750167721,0.015001288294815422
30.029200483636295,0.015006424069142914
30.029733020016625,0.015025326623669353
30.03026525502326,0.0150343765045751
30.03079757563496,0.015043218928316077
30.03133058367366,0.01508588490314994
30.031864960926985,0.015200487282387942
30.032401242513288,0.015406615294201545
30.032939568138136,0.015690485407191528
30.03347952243836,0.01600457160680019
30.034020177973414,0.01628225461871071
30.034560368556114,0.01646163326528445
30.03509907145045,0.01650872690341325
30.035635700441155,0.0164305345967353
30.03617019141284,0.01627270073784943
30.0367029096263,0.01610292108493647
30.037234485058292,0.01598683213904825
30.037765665769403,0.01596563267711021
30.038297224503378,0.01604333444890437
30.038829896026243,0.016187241319616134
30.039364294146967,0.01634003159082034
30.039900781800625,0.0164378829849069
30.04043932198096,0.016427853241120966
30.04097939059476,0.016279272950105884
30.041520050095006,0.015987120250647073
30.042060210534423,0.015568664597858295
30.04259896544076,0.01505675154717264
30.043135820131095,0.014493271216668428
30.043670714425836,0.01392481693427146
30.044203891976426,0.013400347490493278
30.04473574444248,0.012969137308310622
30.045266734302373,0.01267719502873395
30.045797428179995,0.012561471370730815
