с,В
0.2213,1.1292
0.2220,1.1241
0.2226,1.1292
0.2232,1.1292
0.2238,1.1292
0.2245,1.1241
0.2251,1.1292
0.2257,1.1241
0.2263,1.1292
0.2269,1.1292
0.2275,1.1292
0.2281,1.1241
0.2287,1.1292
0.2294,1.1292
0.2300,1.1241
0.2306,1.1292
0.2313,1.1241
0.2319,1.1292
0.2325,1.1342
0.2331,1.1292
0.2337,1.1190
0.2344,1.1241
0.2350,1.1292
0.2356,1.1292
0.2362,1.1241
0.2369,1.1241
0.2375,1.1241
0.2382,1.1292
0.2388,1.1292
0.2395,1.1292
0.2402,1.1241
0.2409,1.1241
0.2415,1.1241
0.2421,1.1190
0.2428,1.1292
0.2434,1.1292
0.2441,1.1292
0.2447,1.1292
0.2453,1.1241
0.2459,1.1241
0.2466,1.1241
0.2472,1.1241
0.2479,1.1190
0.2485,1.1241
0.2491,1.1241
0.2497,1.1241
0.2503,1.1241
0.2509,1.1241
0.2515,1.1292
0.2521,1.1292
0.2527,1.1292
0.2533,1.1292
0.2540,1.1241
0.2546,1.1292
0.2552,1.1292
0.2558,1.1241
0.2564,1.1241
0.2570,1.1241
0.2576,1.1241
0.2582,1.1292
0.2588,1.1292
0.2594,1.1190
0.2600,1.1241
0.2606,1.1241
0.2612,1.1292
0.2618,1.1292
0.2624,1.1292
0.2630,1.1292
0.2637,1.1292
0.2643,1.1342
0.2649,1.1292
0.2655,1.1292
0.2661,1.1292
0.2667,1.1292
0.2673,1.1241
0.2679,1.1241
0.2685,1.1292
0.2691,1.1292
0.2697,1.1241
0.2703,1.1292
0.2709,1.1241
0.2715,1.1292
0.2721,1.1241
0.2727,1.1292
0.2733,1.1241
0.2739,1.1241
0.2745,1.1292
0.2752,1.1190
0.2758,1.1292
0.2764,1.1292
0.2770,1.1292
0.2777,1.1241
0.2783,1.1292
0.2789,1.1241
0.2795,1.1241
0.2802,1.1292
0.2807,1.1292
0.2814,1.1241
0.2820,1.1241
0.2826,1.1292
0.2832,1.1190
0.2838,1.1292
0.2844,1.1241
0.2851,1.1190
0.2857,1.1241
0.2863,1.1190
0.2869,1.1292
0.2876,1.1241
0.2882,1.1292
0.2888,1.1241
0.2894,1.1241
0.2900,1.1292
0.2906,1.1241
0.2912,1.1241
0.2918,1.1292
0.2924,1.1292
0.2930,1.1292
0.2936,1.1241
0.2942,1.1292
0.2948,1.1292
0.2954,1.1241
0.2961,1.1241
0.2967,1.1241
0.2973,1.1241
0.2979,1.1292
0.2985,1.1292
0.2992,1.1241
0.2998,1.1241
0.3004,1.1241
0.3010,1.1241
0.3017,1.1241
0.3026,1.1241
0.3031,1.1241
0.3037,1.1241
0.3042,1.1292
0.3047,1.1292
0.3053,1.1292
0.3058,1.1292
0.3063,1.1241
0.3069,1.1241
0.3074,1.1292
0.3081,1.1241
0.3087,1.1292
0.3094,1.1292
0.3100,1.1241
0.3106,1.1292
0.3113,1.1241
0.3119,1.1241
0.3125,1.1292
0.3131,1.1292
0.3137,1.1241
0.3144,1.1241
0.3150,1.1292
0.3155,1.1241
0.3161,1.1241
0.3167,1.1241
0.3173,1.1292
0.3179,1.1241
0.3185,1.1292
0.3192,1.1292
0.3198,1.1292
0.3204,1.1292
0.3210,1.1292
0.3215,1.1241
0.3221,1.1292
0.3227,1.1292
0.3233,1.1241
0.3239,1.1241
0.3244,1.1241
0.3250,1.1292
0.3256,1.1241
0.3262,1.1241
0.3268,1.1292
0.3274,1.1292
0.3280,1.1241
0.3286,1.1241
0.3292,1.1292
0.3297,1.1241
0.3302,1.1241
0.3308,1.1292
0.3313,1.1292
0.3319,1.1241
0.3324,1.1292
0.3329,1.1241
0.3335,1.1241
0.3340,1.1241
0.3345,1.1241
0.3351,1.1241
0.3356,1.1241
0.3361,1.1241
0.3367,1.1241
0.3372,1.1292
0.3378,1.1292
0.3384,1.1292
0.3390,1.1241
0.3396,1.1241
0.3402,1.1241
0.3408,1.1241
0.3414,1.1241
0.3420,1.1241
0.3426,1.1241
0.3432,1.1241
0.3437,1.1241
0.3443,1.1241
0.3454,1.1241
0.3460,1.1241
0.3466,1.1241
0.3472,1.1292
0.3478,1.1241
0.3484,1.1241
0.3490,1.1292
0.3496,1.1241
0.3502,1.1241
0.3508,1.1241
0.3514,1.1241
0.3520,1.1241
0.3525,1.1292
0.3531,1.1292
0.3537,1.1292
0.3543,1.1292
0.3549,1.1241
0.3555,1.1241
0.3561,1.1292
0.3567,1.1292
0.3573,1.1190
0.3580,1.1241
0.3586,1.1241
0.3593,1.1241
0.3600,1.1241
0.3606,1.1241
0.3613,1.1292
0.3619,1.1292
0.3625,1.1241
0.3640,1.1241
0.3647,1.1292
0.3653,1.1241
0.3660,1.1292
0.3667,1.1241
0.3674,1.1241
0.3679,1.1241
0.3685,1.1292
0.3691,1.1241
0.3698,1.1241
0.3705,1.1292
0.3714,1.1241
0.3721,1.1241
0.3731,1.1241
0.3737,1.1241
0.3746,1.1292
0.3752,1.1292
0.3758,1.1292
0.3765,1.1241
0.3772,1.1241
0.3778,1.1190
0.3784,1.1292
0.3791,1.1241
0.3796,1.1292
0.3802,1.1292
0.3808,1.1292
0.3813,1.1292
0.3819,1.1292
0.3826,1.1241
0.3831,1.1292
0.3837,1.1190
0.3842,1.1292
0.3848,1.1292
0.3853,1.1241
0.3858,1.1241
0.3864,1.1292
0.3870,1.1292
0.3876,1.1241
0.3883,1.1292
0.3890,1.1190
0.3896,1.1241
0.3902,1.1292
0.3908,1.1241
0.3914,1.1190
0.3919,1.1190
0.3926,1.1241
0.3932,1.1292
0.3938,1.1292
0.3944,1.1292
0.3950,1.1241
0.3956,1.1241
0.3962,1.1241
0.3969,1.1292
0.3975,1.1241
0.3982,1.1292
0.3988,1.1241
0.3993,1.1241
0.3999,1.1292
0.4004,1.1241
0.4009,1.1292
0.4015,1.1292
0.4020,1.1241
0.4025,1.1292
0.4031,1.1241
0.4036,1.1292
0.4041,1.1241
0.4047,1.1292
0.4052,1.1292
0.4057,1.1292
0.4062,1.1292
0.4068,1.1292
0.4073,1.1292
0.4078,1.1241
0.4083,1.1241
0.4089,1.1241
0.4094,1.1292
0.4099,1.1292
0.4105,1.1292
0.4110,1.1241
0.4115,1.1241
0.4120,1.1241
0.4126,1.1292
0.4131,1.1241
0.4136,1.1241
0.4142,1.1292
0.4147,1.1241
0.4152,1.1241
0.4158,1.1292
0.4163,1.1241
0.4168,1.1292
0.4173,1.1241
0.4179,1.1292
0.4184,1.1241
0.4189,1.1292
0.4195,1.1241
0.4200,1.1292
0.4205,1.1190
0.4211,1.1292
0.4216,1.1292
0.4221,1.1292
0.4227,1.1292
0.4232,1.1241
0.4238,1.1241
0.4243,1.1241
0.4248,1.1241
0.4254,1.1292
0.4259,1.1292
0.4264,1.1292
0.4270,1.1241
0.4275,1.1241
0.4280,1.1292
0.4285,1.1241
0.4291,1.1292
0.4296,1.1292
0.4301,1.1241
0.4307,1.1292
0.4312,1.1241
0.4318,1.1241
0.4326,1.1292
0.4331,1.1241
0.4337,1.1241
0.4342,1.1241
0.4347,1.1292
0.4352,1.1241
0.4358,1.1292
0.4363,1.1292
0.4368,1.1292
0.4373,1.1241
0.4379,1.1292
0.4384,1.1241
0.4389,1.1241
0.4395,1.1292
0.4400,1.1241
0.4406,1.1292
0.4411,1.1190
0.4416,1.1241
0.4421,1.1241
0.4427,1.1292
0.4432,1.1292
0.4437,1.1241
0.4442,1.1241
0.4448,1.1241
0.4453,1.1292
0.4458,1.1241
0.4463,1.1292
0.4468,1.1342
0.4474,1.1292
0.4479,1.1292
0.4484,1.1292
0.4489,1.1292
0.4495,1.1241
0.4500,1.1241
0.4505,1.1241
0.4510,1.1241
0.4515,1.1241
0.4521,1.1292
0.4526,1.1292
0.4531,1.1241
0.4536,1.1241
0.4541,1.1241
0.4547,1.1241
0.4552,1.1241
0.4557,1.1241
0.4562,1.1241
0.4568,1.1241
0.4573,1.1241
0.4578,1.1241
0.4583,1.1292
0.4588,1.1241
0.4594,1.1292
0.4599,1.1292
0.4604,1.1241
0.4609,1.1292
0.4614,1.1241
0.4620,1.1292
0.4625,1.1292
0.4630,1.1241
0.4635,1.1241
0.4641,1.1292
0.4646,1.1292
0.4651,1.1292
0.4656,1.1292
0.4661,1.1292
0.4667,1.1241
0.4672,1.1241
0.4677,1.1241
0.4682,1.1292
0.4687,1.1292
0.4693,1.1292
0.4698,1.1292
0.4703,1.1190
0.4709,1.1241
0.4714,1.1241
0.4719,1.1241
0.4725,1.1292
0.4730,1.1292
0.4735,1.1292
0.4740,1.1241
0.4745,1.1292
0.4751,1.1292
0.4756,1.1292
0.4761,1.1241
0.4766,1.1292
0.4772,1.1292
0.4777,1.1241
0.4782,1.1292
0.4787,1.1241
0.4792,1.1241
0.4798,1.1241
0.4803,1.1292
0.4808,1.1292
0.4813,1.1241
0.4818,1.1241
0.4824,1.1241
0.4829,1.1292
0.4834,1.1241
0.4839,1.1241
0.4845,1.1292
0.4850,1.1241
0.4855,1.1241
0.4860,1.1292
0.4865,1.1241
0.4871,1.1241
0.4876,1.1241
0.4881,1.1241
0.4886,1.1190
0.4891,1.1241
0.4897,1.1241
0.4902,1.1241
0.4907,1.1241
0.4912,1.1241
0.4918,1.1292
0.4923,1.1292
0.4928,1.1292
0.4933,1.1241
0.4939,1.1292
0.4944,1.1292
0.4949,1.1292
0.4954,1.1292
0.4959,1.1190
0.4965,1.1292
0.4970,1.1292
0.4975,1.1292
0.4980,1.1241
0.4985,1.1241
0.4991,1.1241
0.4996,1.1292
0.5001,1.1241
0.5006,1.1292
0.5012,1.1241
0.5017,1.1292
0.5022,1.1292
0.5027,1.1241
0.5032,1.1241
0.5038,1.1241
0.5043,1.1241
0.5048,1.1241
0.5053,1.1241
0.5058,1.1292
0.5064,1.1241
0.5069,1.1241
0.5074,1.1292
0.5079,1.1292
0.5085,1.1190
0.5090,1.1241
0.5096,1.1241
0.5101,1.1241
0.5107,1.1241
0.5112,1.1292
0.5118,1.1241
0.5123,1.1241
0.5129,1.1292
0.5134,1.1292
0.5140,1.1241
0.5145,1.1292
0.5150,1.1292
0.5155,1.1241
0.5161,1.1241
0.5166,1.1241
0.5171,1.1292
0.5176,1.1292
0.5181,1.1292
0.5187,1.1241
0.5192,1.1292
0.5198,1.1241
0.5203,1.1292
0.5209,1.1241
0.5214,1.1292
0.5220,1.1292
0.5225,1.1292
0.5231,1.1241
0.5236,1.1292
0.5242,1.1292
0.5247,1.1292
0.5253,1.1241
0.5258,1.1292
0.5263,1.1241
0.5269,1.1292
0.5274,1.1292
0.5279,1.1241
0.5284,1.1241
0.5289,1.1292
0.5295,1.1241
0.5300,1.1292
0.5305,1.1241
0.5310,1.1241
0.5315,1.1241
0.5321,1.1241
0.5326,1.1292
0.5331,1.1241
0.5336,1.1241
0.5342,1.1292
0.5347,1.1241
0.5352,1.1292
0.5357,1.1241
0.5362,1.1292
0.5368,1.1292
0.5373,1.1292
0.5378,1.1292
0.5383,1.1241
0.5389,1.1241
0.5394,1.1241
0.5399,1.1241
0.5404,1.1241
0.5410,1.1292
0.5415,1.1241
0.5420,1.1241
0.5425,1.1241
0.5431,1.1292
0.5436,1.1292
0.5441,1.1292
0.5446,1.1292
0.5451,1.1292
0.5457,1.1241
0.5462,1.1292
0.5467,1.1241
0.5472,1.1292
0.5477,1.1292
0.5483,1.1292
0.5488,1.1292
0.5493,1.1241
0.5498,1.1241
0.5504,1.1241
0.5509,1.1241
0.5514,1.1241
0.5519,1.1292
0.5524,1.1292
0.5530,1.1292
0.5535,1.1241
0.5540,1.1292
0.5545,1.1241
0.5551,1.1241
0.5556,1.1241
0.5561,1.1241
0.5566,1.1292
0.5571,1.1241
0.5577,1.1241
0.5582,1.1292
0.5587,1.1241
0.5592,1.1241
0.5597,1.1241
0.5603,1.1241
0.5608,1.1241
0.5613,1.1190
0.5618,1.1241
0.5624,1.1292
0.5629,1.1241
0.5634,1.1241
0.5639,1.1292
0.5644,1.1241
0.5650,1.1241
0.5655,1.1292
0.5660,1.1241
0.5665,1.1241
0.5670,1.1292
0.5676,1.1292
0.5681,1.1241
0.5686,1.1241
0.5691,1.1292
0.5696,1.1292
0.5702,1.1241
0.5707,1.1241
0.5712,1.1292
0.5717,1.1241
0.5723,1.1292
0.5728,1.1241
0.5733,1.1241
0.5738,1.1342
0.5744,1.1292
0.5749,1.1241
0.5754,1.1241
0.5759,1.1241
0.5765,1.1241
0.5770,1.1292
0.5775,1.1241
0.5780,1.1292
0.5785,1.1241
0.5791,1.1241
0.5796,1.1241
0.5801,1.1241
0.5806,1.1241
0.5811,1.1241
0.5817,1.1241
0.5822,1.1241
0.5827,1.1241
0.5832,1.1292
0.5838,1.1241
0.5843,1.1292
0.5848,1.1241
0.5853,1.1292
0.5858,1.1292
0.5864,1.1241
0.5869,1.1241
0.5874,1.1241
0.5879,1.1241
0.5884,1.1241
0.5890,1.1292
0.5895,1.1241
0.5900,1.1241
0.5905,1.1241
0.5911,1.1292
0.5916,1.1241
0.5921,1.1241
0.5926,1.1241
0.5931,1.1241
0.5937,1.1241
0.5942,1.1292
0.5947,1.1241
0.5952,1.1241
0.5957,1.1241
0.5963,1.1292
0.5968,1.1292
0.5973,1.1292
0.5978,1.1292
0.5983,1.1292
0.5989,1.1292
0.5994,1.1241
0.5999,1.1292
0.6004,1.1241
0.6010,1.1241
0.6015,1.1292
0.6020,1.1241
0.6025,1.1241
0.6030,1.1292
0.6036,1.1241
0.6041,1.1292
0.6046,1.1292
0.6052,1.1292
0.6057,1.1241
0.6062,1.1292
0.6067,1.1241
0.6073,1.1292
0.6078,1.1292
0.6083,1.1292
0.6088,1.1241
0.6094,1.1241
0.6099,1.1292
0.6104,1.1292
0.6109,1.1292
0.6115,1.1241
0.6120,1.1241
0.6125,1.1292
0.6130,1.1241
0.6136,1.1241
0.6141,1.1292
0.6146,1.1292
0.6151,1.1241
0.6156,1.1241
0.6162,1.1241
0.6167,1.1241
0.6172,1.1241
0.6177,1.1292
0.6183,1.1241
0.6188,1.1292
0.6193,1.1292
0.6198,1.1292
0.6204,1.1241
0.6209,1.1241
0.6214,1.1241
0.6219,1.1292
0.6224,1.1241
0.6230,1.1292
0.6235,1.1241
0.6240,1.1241
0.6245,1.1241
0.6251,1.1190
0.6256,1.1292
0.6261,1.1241
0.6266,1.1292
0.6272,1.1292
0.6277,1.1241
0.6282,1.1292
0.6287,1.1292
0.6292,1.1292
0.6298,1.1241
0.6303,1.1292
0.6308,1.1241
0.6313,1.1241
0.6319,1.1292
0.6324,1.1241
0.6329,1.1292
0.6334,1.1292
0.6339,1.1241
0.6345,1.1292
0.6350,1.1292
0.6355,1.1241
0.6360,1.1292
0.6366,1.1241
0.6371,1.1292
0.6376,1.1241
0.6381,1.1292
0.6387,1.1292
0.6392,1.1190
0.6397,1.1292
0.6402,1.1292
0.6407,1.1241
0.6413,1.1241
0.6418,1.1292
0.6423,1.1292
0.6428,1.1241
0.6434,1.1190
0.6439,1.1241
0.6444,1.1292
0.6450,1.1241
0.6455,1.1292
0.6460,1.1241
0.6465,1.1292
0.6470,1.1292
0.6476,1.1241
0.6481,1.1292
0.6486,1.1241
0.6491,1.1292
0.6497,1.1292
0.6502,1.1241
0.6507,1.1292
0.6512,1.1241
0.6518,1.1241
0.6523,1.1241
0.6528,1.1241
0.6533,1.1241
0.6538,1.1292
0.6544,1.1241
0.6549,1.1241
0.6554,1.1241
0.6560,1.1292
0.6565,1.1241
0.6570,1.1241
0.6575,1.1241
0.6580,1.1292
0.6586,1.1292
0.6591,1.1292
0.6596,1.1292
0.6601,1.1241
0.6607,1.1292
0.6612,1.1241
0.6617,1.1241
0.6622,1.1241
0.6628,1.1241
0.6633,1.1241
0.6638,1.1241
0.6643,1.1292
0.6648,1.1292
0.6654,1.1292
0.6659,1.1241
0.6664,1.1292
0.6669,1.1292
0.6675,1.1241
0.6680,1.1241
0.6685,1.1292
0.6690,1.1241
0.6696,1.1292
0.6701,1.1292
0.6706,1.1241
0.6711,1.1292
0.6717,1.1241
0.6722,1.1292
0.6727,1.1241
0.6732,1.1292
0.6738,1.1292
0.6743,1.1292
0.6748,1.1241
0.6753,1.1241
0.6758,1.1292
0.6764,1.1292
0.6769,1.1241
0.6774,1.1241
0.6779,1.1292
0.6785,1.1241
0.6790,1.1241
0.6795,1.1292
0.6800,1.1241
0.6806,1.1241
0.6811,1.1241
0.6816,1.1241
0.6821,1.1292
0.6827,1.1292
0.6832,1.1241
0.6837,1.1241
0.6842,1.1241
0.6848,1.1292
0.6853,1.1292
0.6858,1.1241
0.6863,1.1241
0.6868,1.1292
0.6874,1.1292
0.6879,1.1292
0.6884,1.1241
0.6889,1.1241
0.6895,1.1292
0.6900,1.1241
0.6905,1.1241
0.6910,1.1241
0.6916,1.1241
0.6921,1.1292
0.6926,1.1292
0.6931,1.1292
0.6936,1.1241
0.6942,1.1292
0.6947,1.1241
0.6952,1.1292
0.6957,1.1241
0.6963,1.1292
0.6968,1.1241
0.6973,1.1292
0.6978,1.1292
0.6983,1.1292
0.6989,1.1292
0.6994,1.1292
0.6999,1.1241
0.7004,1.1241
0.7010,1.1241
0.7015,1.1292
0.7020,1.1241
0.7025,1.1241
0.7031,1.1241
0.7036,1.1241
0.7041,1.1241
0.7046,1.1241
0.7051,1.1241
0.7057,1.1241
0.7062,1.1241
0.7067,1.1292
0.7072,1.1241
0.7078,1.1241
0.7083,1.1241
0.7088,1.1241
0.7093,1.1292
0.7099,1.1292
0.7104,1.1241
0.7109,1.1241
0.7114,1.1292
0.7119,1.1292
0.7125,1.1292
0.7130,1.1292
0.7135,1.1292
0.7140,1.1241
0.7146,1.1241
0.7151,1.1241
0.7156,1.1292
0.7161,1.1241
0.7166,1.1241
0.7172,1.1241
0.7177,1.1241
0.7182,1.1241
0.7187,1.1292
0.7193,1.1241
0.7198,1.1241
0.7203,1.1292
0.7208,1.1292
0.7214,1.1292
0.7219,1.1241
0.7224,1.1241
0.7229,1.1241
0.7235,1.1241
0.7240,1.1241
0.7245,1.1292
0.7250,1.1241
0.7256,1.1292
0.7261,1.1241
0.7266,1.1292
0.7271,1.1241
0.7276,1.1292
0.7282,1.1241
0.7287,1.1241
0.7292,1.1241
0.7297,1.1292
0.7303,1.1292
0.7308,1.1292
0.7313,1.1292
0.7318,1.1241
0.7324,1.1292
0.7329,1.1241
0.7334,1.1241
0.7339,1.1292
0.7344,1.1292
0.7350,1.1241
0.7355,1.1241
0.7360,1.1241
0.7365,1.1241
0.7371,1.1241
0.7376,1.1292
0.7381,1.1241
0.7386,1.1292
0.7392,1.1241
0.7397,1.1292
0.7402,1.1241
0.7407,1.1292
0.7412,1.1292
0.7418,1.1241
0.7423,1.1241
0.7428,1.1241
0.7433,1.1241
0.7439,1.1241
0.7444,1.1292
0.7449,1.1241
0.7454,1.1241
0.7460,1.1241
0.7465,1.1292
0.7470,1.1241
0.7475,1.1292
0.7480,1.1241
0.7486,1.1241
0.7491,1.1190
0.7496,1.1241
0.7501,1.1241
0.7507,1.1292
0.7512,1.1241
0.7517,1.1241
0.7522,1.1241
0.7528,1.1241
0.7533,1.1241
0.7538,1.1241
0.7543,1.1241
0.7548,1.1292
0.7554,1.1292
0.7559,1.1292
0.7564,1.1241
0.7569,1.1292
0.7575,1.1241
0.7580,1.1241
0.7585,1.1292
0.7590,1.1292
0.7596,1.1292
0.7601,1.1292
0.7606,1.1241
0.7611,1.1292
0.7616,1.1292
0.7622,1.1292
0.7627,1.1292
0.7632,1.1241
0.7637,1.1292
0.7643,1.1241
0.7648,1.1292
0.7653,1.1292
0.7658,1.1241
0.7664,1.1292
0.7669,1.1241
0.7674,1.1241
0.7679,1.1241
0.7684,1.1241
0.7690,1.1241
0.7695,1.1241
0.7700,1.1241
0.7705,1.1292
0.7711,1.1241
0.7716,1.1292
0.7721,1.1292
0.7726,1.1241
0.7731,1.1241
0.7737,1.1241
0.7742,1.1241
0.7747,1.1292
0.7752,1.1292
0.7758,1.1241
0.7763,1.1241
0.7768,1.1241
0.7773,1.1241
0.7779,1.1241
0.7784,1.1292
0.7789,1.1292
0.7794,1.1292
0.7799,1.1292
0.7805,1.1241
0.7810,1.1292
0.7815,1.1292
0.7820,1.1292
0.7826,1.1241
0.7831,1.1292
0.7836,1.1241
0.7841,1.1241
0.7849,1.1241
0.7855,1.1292
0.7860,1.1292
0.7865,1.1292
0.7870,1.1241
0.7876,1.1241
0.7881,1.1292
0.7888,1.1241
0.7893,1.1241
0.7898,1.1292
