с,В
0.0554,1.6355
0.0559,1.6355
0.0565,1.6305
0.0570,1.6254
0.0575,1.6355
0.0581,1.6355
0.0586,1.6355
0.0591,1.6305
0.0597,1.6305
0.0602,1.6355
0.0607,1.6305
0.0613,1.6355
0.0619,1.6355
0.0625,1.6305
0.0631,1.6305
0.0636,1.6305
0.0642,1.6355
0.0647,1.6305
0.0653,1.6305
0.0658,1.6355
0.0663,1.6355
0.0669,1.6305
0.0674,1.6254
0.0679,1.6305
0.0685,1.6305
0.0690,1.6305
0.0695,1.6355
0.0701,1.6305
0.0706,1.6305
0.0711,1.6355
0.0717,1.6305
0.0722,1.6305
0.0727,1.6305
0.0733,1.6305
0.0738,1.6305
0.0743,1.6355
0.0748,1.6355
0.0754,1.6355
0.0759,1.6305
0.0764,1.6355
0.0770,1.6305
0.0775,1.6305
0.0780,1.6355
0.0786,1.6305
0.0791,1.6305
0.0796,1.6305
0.0802,1.6305
0.0807,1.6305
0.0812,1.6305
0.0817,1.6305
0.0823,1.6305
0.0828,1.6254
0.0833,1.6305
0.0839,1.6305
0.0845,1.6305
0.0850,1.6305
0.0856,1.6254
0.0861,1.6355
0.0866,1.6355
0.0872,1.6305
0.0877,1.6254
0.0882,1.6305
0.0888,1.6355
0.0893,1.6305
0.0898,1.6254
0.0904,1.6355
0.0909,1.6305
0.0914,1.6305
0.0920,1.6305
0.0925,1.6305
0.0930,1.6305
0.0936,1.6305
0.0941,1.6254
0.0946,1.6305
0.0952,1.6305
0.0957,1.6355
0.0963,1.6305
0.0968,1.6305
0.0973,1.6305
0.0979,1.6305
0.0984,1.6305
0.0990,1.6305
0.0995,1.6305
0.1001,1.6305
0.1007,1.6305
0.1013,1.6305
0.1020,1.6305
0.1026,1.6254
0.1033,1.6355
0.1040,1.6305
0.1046,1.6305
0.1052,1.6355
0.1059,1.6355
0.1065,1.6305
0.1071,1.6355
0.1077,1.6305
0.1083,1.6355
0.1088,1.6305
0.1094,1.6355
0.1099,1.6355
0.1105,1.6355
0.1111,1.6355
0.1117,1.6305
0.1123,1.6254
0.1130,1.6305
0.1136,1.6254
0.1142,1.6305
0.1147,1.6305
0.1153,1.6305
0.1159,1.6305
0.1165,1.6254
0.1171,1.6305
0.1177,1.6254
0.1182,1.6305
0.1187,1.6254
0.1193,1.6254
0.1198,1.6305
0.1203,1.6305
0.1208,1.6305
0.1214,1.6305
0.1219,1.6305
0.1224,1.6305
0.1230,1.6305
0.1235,1.6355
0.1240,1.6305
0.1245,1.6305
0.1251,1.6355
0.1256,1.6305
0.1261,1.6305
0.1267,1.6305
0.1272,1.6355
0.1278,1.6254
0.1284,1.6305
0.1291,1.6305
0.1297,1.6355
0.1303,1.6355
0.1308,1.6305
0.1314,1.6305
0.1320,1.6355
0.1325,1.6355
0.1330,1.6355
0.1336,1.6305
0.1341,1.6305
0.1346,1.6305
0.1351,1.6305
0.1357,1.6355
0.1362,1.6254
0.1368,1.6305
0.1373,1.6305
0.1378,1.6254
0.1384,1.6305
0.1389,1.6355
0.1395,1.6305
0.1400,1.6305
0.1406,1.6305
0.1412,1.6254
0.1418,1.6305
0.1423,1.6254
0.1429,1.6305
0.1435,1.6355
0.1440,1.6355
0.1445,1.6355
0.1451,1.6305
0.1456,1.6305
0.1461,1.6355
0.1467,1.6355
0.1472,1.6305
0.1478,1.6305
0.1483,1.6305
0.1489,1.6254
0.1494,1.6305
0.1500,1.6305
0.1506,1.6305
0.1511,1.6355
0.1516,1.6305
0.1522,1.6305
0.1527,1.6305
0.1538,1.6305
0.1543,1.6305
0.1550,1.6305
0.1556,1.6305
0.1562,1.6254
0.1569,1.6355
0.1575,1.6305
0.1582,1.6254
0.1588,1.6305
0.1594,1.6305
0.1600,1.6355
0.1606,1.6305
0.1612,1.6355
0.1618,1.6305
0.1623,1.6305
0.1629,1.6355
0.1636,1.6305
0.1643,1.6305
0.1650,1.6254
0.1657,1.6305
0.1665,1.6305
0.1672,1.6305
0.1678,1.6305
0.1684,1.6305
0.1690,1.6305
0.1696,1.6305
0.1702,1.6355
0.1708,1.6305
0.1714,1.6355
0.1720,1.6355
0.1726,1.6355
0.1732,1.6355
0.1739,1.6305
0.1746,1.6305
0.1752,1.6305
0.1757,1.6355
0.1763,1.6254
0.1768,1.6254
0.1773,1.6305
0.1779,1.6355
0.1785,1.6355
0.1791,1.6254
0.1797,1.6355
0.1802,1.6355
0.1807,1.6305
0.1812,1.6355
0.1818,1.6305
0.1824,1.6355
0.1829,1.6305
0.1834,1.6254
0.1840,1.6305
0.1845,1.6305
0.1850,1.6355
0.1855,1.6254
0.1861,1.6203
0.1866,1.6305
0.1871,1.6305
0.1876,1.6355
0.1882,1.6355
0.1887,1.6254
0.1893,1.6305
0.1898,1.6355
0.1904,1.6305
0.1909,1.6305
0.1914,1.6355
0.1920,1.6406
0.1925,1.6305
0.1930,1.6355
0.1936,1.6305
0.1941,1.6355
0.1946,1.6305
0.1952,1.6305
0.1957,1.6355
0.1962,1.6254
0.1968,1.6254
0.1973,1.6254
0.1978,1.6305
0.1983,1.6305
0.1989,1.6355
0.1994,1.6305
0.1999,1.6305
0.2004,1.6254
0.2009,1.6305
0.2015,1.6355
0.2020,1.6355
0.2025,1.6305
0.2031,1.6355
0.2036,1.6305
0.2041,1.6305
0.2046,1.6305
0.2052,1.6305
0.2057,1.6254
0.2062,1.6305
0.2068,1.6355
0.2073,1.6305
0.2078,1.6305
0.2084,1.6305
0.2089,1.6254
0.2094,1.6254
0.2100,1.6305
0.2105,1.6305
0.2110,1.6355
0.2115,1.6355
0.2121,1.6305
0.2126,1.6305
0.2131,1.6355
0.2136,1.6305
0.2142,1.6355
0.2147,1.6355
0.2152,1.6305
0.2157,1.6305
0.2221,1.6305
0.2226,1.6355
0.2232,1.6355
0.2237,1.6305
0.2243,1.6355
0.2248,1.6355
0.2254,1.6305
0.2259,1.6305
0.2265,1.6305
0.2270,1.6305
0.2276,1.6355
0.2282,1.6305
0.2287,1.6305
0.2293,1.6355
0.2298,1.6305
0.2304,1.6305
0.2309,1.6355
0.2315,1.6305
0.2321,1.6355
0.2332,1.6305
0.2338,1.6254
0.2344,1.6355
0.2349,1.6305
0.2355,1.6305
0.2360,1.6355
0.2365,1.6305
0.2370,1.6305
0.2376,1.6254
0.2381,1.6355
0.2386,1.6254
0.2392,1.6355
0.2397,1.6305
0.2403,1.6254
0.2408,1.6355
0.2413,1.6355
0.2419,1.6305
0.2424,1.6305
0.2429,1.6305
0.2435,1.6355
0.2440,1.6355
0.2445,1.6355
0.2451,1.6305
0.2457,1.6355
0.2462,1.6305
0.2467,1.6305
0.2473,1.6355
0.2478,1.6305
0.2483,1.6355
0.2488,1.6355
0.2494,1.6355
0.2499,1.6305
0.2504,1.6305
0.2510,1.6305
0.2515,1.6305
0.2520,1.6254
0.2526,1.6355
0.2531,1.6305
0.2536,1.6355
0.2542,1.6305
0.2547,1.6254
0.2553,1.6355
0.2558,1.6305
0.2563,1.6305
0.2568,1.6355
0.2574,1.6305
0.2579,1.6355
0.2585,1.6355
0.2590,1.6305
0.2596,1.6355
0.2601,1.6305
0.2607,1.6305
0.2612,1.6355
0.2618,1.6355
0.2623,1.6355
0.2628,1.6305
0.2634,1.6355
0.2639,1.6305
0.2645,1.6254
0.2650,1.6305
0.2655,1.6305
0.2661,1.6305
0.2666,1.6305
0.2672,1.6355
0.2677,1.6355
0.2682,1.6355
0.2687,1.6305
0.2692,1.6305
0.2698,1.6355
0.2703,1.6305
0.2708,1.6355
0.2713,1.6305
0.2718,1.6355
0.2724,1.6305
0.2729,1.6305
0.2734,1.6355
0.2739,1.6305
0.2745,1.6305
0.2750,1.6355
0.2755,1.6305
0.2760,1.6305
0.2765,1.6305
0.2771,1.6305
0.2776,1.6305
0.2781,1.6305
0.2786,1.6305
0.2792,1.6305
0.2797,1.6305
0.2802,1.6305
0.2807,1.6305
0.2812,1.6305
0.2818,1.6305
0.2823,1.6355
0.2828,1.6305
0.2833,1.6355
0.2839,1.6355
0.2844,1.6355
0.2849,1.6305
0.2854,1.6254
0.2859,1.6305
0.2865,1.6254
0.2870,1.6305
0.2875,1.6355
0.2880,1.6355
0.2885,1.6355
0.2891,1.6305
0.2896,1.6355
0.2901,1.6355
0.2906,1.6305
0.2912,1.6305
0.2917,1.6305
0.2922,1.6305
0.2927,1.6305
0.2932,1.6254
0.2938,1.6305
0.2943,1.6305
0.2948,1.6305
0.2953,1.6305
0.2958,1.6305
0.2964,1.6305
0.2969,1.6355
0.2974,1.6254
0.2979,1.6254
0.2985,1.6355
0.2990,1.6305
0.2995,1.6305
0.3000,1.6305
0.3005,1.6305
0.3011,1.6254
0.3016,1.6305
0.3021,1.6305
0.3026,1.6305
0.3032,1.6305
0.3037,1.6254
0.3042,1.6305
0.3047,1.6305
0.3053,1.6254
0.3058,1.6305
0.3063,1.6305
0.3068,1.6305
0.3073,1.6305
0.3079,1.6305
0.3084,1.6355
0.3089,1.6355
0.3094,1.6305
0.3099,1.6355
0.3105,1.6305
0.3110,1.6305
0.3115,1.6355
0.3120,1.6305
0.3125,1.6305
0.3131,1.6305
0.3136,1.6305
0.3141,1.6254
0.3146,1.6305
0.3152,1.6305
0.3157,1.6254
0.3162,1.6355
0.3167,1.6305
0.3172,1.6355
0.3178,1.6355
0.3183,1.6305
0.3188,1.6305
0.3193,1.6305
0.3198,1.6355
0.3204,1.6305
0.3209,1.6305
0.3214,1.6305
0.3220,1.6305
0.3225,1.6254
0.3230,1.6355
0.3235,1.6355
0.3241,1.6305
0.3246,1.6305
0.3251,1.6305
0.3257,1.6254
0.3263,1.6305
0.3268,1.6355
0.3274,1.6355
0.3280,1.6355
0.3286,1.6305
0.3292,1.6355
0.3298,1.6305
0.3303,1.6355
0.3308,1.6355
0.3314,1.6305
0.3319,1.6305
0.3324,1.6355
0.3329,1.6254
0.3334,1.6305
0.3340,1.6305
0.3345,1.6305
0.3350,1.6305
0.3355,1.6254
0.3361,1.6305
0.3366,1.6305
0.3371,1.6355
0.3376,1.6305
0.3381,1.6355
0.3387,1.6254
0.3392,1.6305
0.3397,1.6305
0.3402,1.6305
0.3408,1.6355
0.3413,1.6305
0.3418,1.6355
0.3423,1.6305
0.3428,1.6305
0.3434,1.6305
0.3439,1.6305
0.3444,1.6305
0.3449,1.6355
0.3455,1.6254
0.3460,1.6305
0.3465,1.6355
0.3470,1.6305
0.3475,1.6305
0.3481,1.6254
0.3486,1.6305
0.3491,1.6254
0.3496,1.6355
0.3501,1.6355
0.3507,1.6305
0.3512,1.6305
0.3517,1.6305
0.3522,1.6305
0.3528,1.6305
0.3533,1.6254
0.3538,1.6305
0.3543,1.6254
0.3548,1.6305
0.3554,1.6355
0.3559,1.6305
0.3564,1.6305
0.3569,1.6305
0.3574,1.6355
0.3580,1.6305
0.3585,1.6305
0.3590,1.6305
0.3595,1.6305
0.3600,1.6305
0.3606,1.6305
0.3611,1.6355
0.3616,1.6305
0.3622,1.6305
0.3627,1.6254
0.3632,1.6305
0.3637,1.6305
0.3642,1.6355
0.3648,1.6305
0.3653,1.6305
0.3658,1.6355
0.3663,1.6305
0.3669,1.6305
0.3674,1.6305
0.3679,1.6305
0.3685,1.6305
0.3690,1.6305
0.3695,1.6305
0.3700,1.6305
0.3705,1.6305
0.3711,1.6305
0.3716,1.6254
0.3721,1.6355
0.3726,1.6305
0.3732,1.6355
0.3737,1.6355
0.3742,1.6355
0.3747,1.6305
0.3753,1.6355
0.3758,1.6305
0.3763,1.6305
0.3768,1.6305
0.3774,1.6305
0.3779,1.6254
0.3784,1.6305
0.3789,1.6355
0.3795,1.6355
0.3800,1.6254
0.3805,1.6305
0.3810,1.6305
0.3815,1.6355
0.3821,1.6355
0.3826,1.6305
0.3831,1.6355
0.3836,1.6355
0.3842,1.6305
0.3847,1.6305
0.3852,1.6254
0.3857,1.6254
0.3863,1.6305
0.3868,1.6305
0.3873,1.6305
0.3878,1.6355
0.3883,1.6305
0.3889,1.6254
0.3894,1.6355
0.3899,1.6305
0.3904,1.6305
0.3910,1.6305
0.3915,1.6305
0.3920,1.6305
0.3925,1.6305
0.3930,1.6305
0.3936,1.6355
0.3941,1.6305
0.3946,1.6355
0.3951,1.6305
0.3957,1.6355
0.3962,1.6305
0.3967,1.6355
0.3972,1.6254
0.3978,1.6254
0.3983,1.6305
0.3988,1.6305
0.3993,1.6305
0.3998,1.6305
0.4004,1.6305
0.4009,1.6355
0.4014,1.6305
0.4019,1.6305
0.4025,1.6305
0.4030,1.6305
0.4035,1.6305
0.4040,1.6305
0.4046,1.6355
0.4051,1.6355
0.4056,1.6254
0.4061,1.6305
0.4067,1.6355
0.4072,1.6305
0.4077,1.6305
0.4082,1.6305
0.4087,1.6305
0.4093,1.6355
0.4098,1.6355
0.4103,1.6305
0.4108,1.6305
0.4114,1.6305
0.4119,1.6355
0.4124,1.6305
0.4129,1.6305
0.4135,1.6355
0.4140,1.6305
0.4145,1.6355
0.4150,1.6305
0.4155,1.6305
0.4161,1.6305
0.4166,1.6305
0.4171,1.6305
0.4176,1.6305
0.4182,1.6305
0.4187,1.6254
0.4192,1.6254
0.4197,1.6254
0.4203,1.6254
0.4208,1.6305
0.4213,1.6305
0.4218,1.6355
0.4223,1.6305
0.4229,1.6355
0.4234,1.6305
0.4239,1.6305
0.4244,1.6305
0.4250,1.6305
0.4255,1.6305
0.4260,1.6305
0.4265,1.6355
0.4271,1.6355
0.4276,1.6305
0.4281,1.6254
0.4286,1.6305
0.4291,1.6355
0.4297,1.6305
0.4302,1.6355
0.4307,1.6355
0.4312,1.6355
0.4318,1.6305
0.4323,1.6355
0.4328,1.6254
0.4333,1.6305
0.4338,1.6305
0.4344,1.6355
0.4349,1.6355
0.4354,1.6355
0.4359,1.6305
0.4365,1.6305
0.4370,1.6305
0.4375,1.6305
0.4380,1.6305
0.4386,1.6305
0.4391,1.6305
0.4396,1.6305
0.4401,1.6355
0.4406,1.6305
0.4412,1.6355
0.4417,1.6305
0.4422,1.6305
0.4427,1.6305
0.4433,1.6305
0.4438,1.6305
0.4443,1.6305
0.4448,1.6305
0.4453,1.6355
0.4459,1.6305
0.4464,1.6305
0.4469,1.6305
0.4474,1.6305
0.4480,1.6305
0.4485,1.6305
0.4490,1.6305
0.4495,1.6254
0.4500,1.6355
0.4506,1.6305
0.4511,1.6355
0.4516,1.6305
0.4521,1.6305
0.4527,1.6355
0.4532,1.6305
0.4537,1.6305
0.4542,1.6305
0.4548,1.6305
0.4553,1.6305
0.4558,1.6305
0.4563,1.6355
0.4568,1.6254
0.4574,1.6254
0.4579,1.6254
0.4584,1.6254
0.4589,1.6305
0.4595,1.6305
0.4600,1.6305
0.4605,1.6355
0.4610,1.6305
0.4615,1.6305
0.4621,1.6305
0.4626,1.6254
0.4631,1.6254
0.4636,1.6305
0.4642,1.6305
0.4647,1.6305
0.4652,1.6305
0.4657,1.6305
0.4663,1.6355
0.4668,1.6305
0.4673,1.6305
0.4678,1.6305
0.4683,1.6305
0.4689,1.6305
0.4694,1.6355
0.4699,1.6355
0.4704,1.6305
0.4710,1.6305
0.4715,1.6254
0.4720,1.6254
0.4725,1.6305
0.4730,1.6305
0.4736,1.6355
0.4741,1.6305
0.4746,1.6355
0.4751,1.6305
0.4757,1.6355
0.4762,1.6305
0.4767,1.6305
0.4772,1.6305
0.4778,1.6305
0.4783,1.6355
0.4788,1.6305
0.4793,1.6305
0.4798,1.6305
0.4804,1.6305
0.4809,1.6305
0.4814,1.6305
0.4819,1.6254
0.4825,1.6355
0.4830,1.6254
0.4835,1.6355
0.4840,1.6305
0.4845,1.6355
0.4851,1.6305
0.4856,1.6355
0.4861,1.6305
0.4866,1.6355
0.4872,1.6355
0.4877,1.6305
0.4882,1.6203
0.4887,1.6355
0.4892,1.6305
0.4898,1.6305
0.4903,1.6305
0.4908,1.6355
0.4913,1.6305
0.4919,1.6305
0.4924,1.6254
0.4929,1.6305
0.4935,1.6305
0.4940,1.6355
0.4945,1.6305
0.4950,1.6355
0.4955,1.6355
0.4961,1.6355
0.4966,1.6305
0.4971,1.6254
0.4976,1.6305
0.4982,1.6305
0.4987,1.6305
0.4992,1.6305
0.4997,1.6305
0.5002,1.6305
0.5008,1.6305
0.5013,1.6305
0.5018,1.6254
0.5024,1.6305
0.5029,1.6305
0.5034,1.6254
0.5039,1.6305
0.5044,1.6305
0.5050,1.6355
0.5055,1.6305
0.5060,1.6305
0.5065,1.6305
0.5071,1.6305
0.5076,1.6254
0.5081,1.6355
0.5088,1.6355
0.5094,1.6305
0.5099,1.6355
0.5105,1.6305
0.5114,1.6355
0.5119,1.6305
0.5125,1.6305
0.5130,1.6305
0.5136,1.6355
0.5141,1.6355
0.5146,1.6305
0.5151,1.6254
0.5157,1.6254
0.5162,1.6305
0.5167,1.6305
0.5172,1.6305
0.5177,1.6305
0.5183,1.6305
0.5188,1.6305
0.5193,1.6305
0.5198,1.6305
0.5203,1.6305
0.5209,1.6305
0.5214,1.6254
0.5219,1.6305
0.5224,1.6355
0.5230,1.6305
0.5235,1.6305
0.5240,1.6305
0.5245,1.6355
0.5250,1.6305
0.5256,1.6305
0.5261,1.6305
0.5266,1.6305
0.5271,1.6355
0.5276,1.6355
0.5282,1.6355
0.5287,1.6355
0.5292,1.6305
0.5297,1.6355
0.5303,1.6305
0.5308,1.6305
0.5313,1.6305
0.5318,1.6305
0.5323,1.6305
0.5329,1.6305
0.5334,1.6254
0.5339,1.6254
0.5344,1.6305
0.5349,1.6254
0.5355,1.6305
0.5360,1.6305
0.5365,1.6355
0.5370,1.6305
0.5376,1.6305
0.5381,1.6305
0.5386,1.6305
0.5391,1.6305
0.5396,1.6305
0.5402,1.6305
0.5407,1.6305
0.5412,1.6254
0.5417,1.6305
0.5423,1.6305
0.5428,1.6305
0.5433,1.6305
0.5438,1.6305
0.5443,1.6254
0.5449,1.6305
0.5454,1.6305
0.5459,1.6305
0.5464,1.6254
0.5469,1.6305
0.5475,1.6305
0.5480,1.6305
0.5485,1.6355
0.5490,1.6305
0.5496,1.6305
0.5501,1.6305
0.5506,1.6305
0.5511,1.6254
0.5516,1.6305
0.5522,1.6305
0.5527,1.6254
0.5532,1.6305
0.5537,1.6305
0.5542,1.6305
0.5548,1.6305
0.5553,1.6254
0.5558,1.6305
0.5563,1.6254
0.5569,1.6254
0.5574,1.6305
0.5579,1.6305
0.5584,1.6305
0.5589,1.6305
0.5595,1.6355
0.5600,1.6305
0.5605,1.6355
0.5610,1.6355
0.5615,1.6305
0.5621,1.6355
0.5626,1.6305
0.5631,1.6355
0.5636,1.6254
0.5642,1.6254
0.5647,1.6305
0.5652,1.6254
0.5657,1.6254
0.5662,1.6305
0.5668,1.6305
0.5673,1.6305
0.5678,1.6305
0.5684,1.6305
0.5689,1.6305
0.5694,1.6203
0.5700,1.6355
0.5705,1.6254
0.5710,1.6305
0.5715,1.6305
0.5720,1.6305
0.5726,1.6305
0.5731,1.6355
0.5736,1.6305
0.5741,1.6254
0.5747,1.6305
0.5752,1.6305
0.5757,1.6305
0.5762,1.6355
0.5768,1.6305
0.5773,1.6355
0.5778,1.6355
0.5783,1.6355
0.5788,1.6305
0.5794,1.6355
0.5799,1.6305
0.5804,1.6254
0.5809,1.6305
0.5815,1.6305
0.5820,1.6254
0.5825,1.6355
0.5830,1.6305
0.5835,1.6355
0.5841,1.6355
0.5846,1.6254
0.5851,1.6305
0.5856,1.6355
0.5862,1.6254
0.5867,1.6305
0.5872,1.6305
0.5877,1.6355
0.5883,1.6305
0.5888,1.6305
0.5893,1.6355
0.5898,1.6305
0.5903,1.6305
0.5909,1.6305
0.5914,1.6355
0.5919,1.6305
0.5924,1.6355
0.5930,1.6355
0.5935,1.6305
0.5940,1.6254
0.5945,1.6305
0.5950,1.6305
0.5956,1.6305
0.5961,1.6305
0.5966,1.6355
0.5971,1.6355
0.5977,1.6305
0.5982,1.6305
0.5987,1.6305
0.5992,1.6305
0.5998,1.6305
0.6003,1.6254
0.6008,1.6254
0.6013,1.6305
0.6018,1.6305
0.6024,1.6355
0.6029,1.6305
0.6034,1.6305
0.6039,1.6305
0.6045,1.6305
0.6050,1.6355
0.6055,1.6355
0.6060,1.6305
0.6065,1.6305
0.6071,1.6305
0.6076,1.6305
0.6081,1.6305
0.6087,1.6305
0.6092,1.6305
0.6097,1.6305
0.6102,1.6355
0.6108,1.6305
0.6113,1.6305
0.6118,1.6305
0.6123,1.6355
0.6128,1.6305
0.6134,1.6305
0.6139,1.6254
0.6144,1.6254
0.6149,1.6305
0.6155,1.6254
0.6160,1.6305
0.6165,1.6305
0.6170,1.6305
0.6175,1.6254
0.6181,1.6305
0.6186,1.6305
0.6191,1.6305
0.6196,1.6305
0.6202,1.6305
0.6207,1.6305
0.6212,1.6305
0.6217,1.6305
0.6223,1.6254
0.6228,1.6305
0.6233,1.6305
0.6238,1.6305
0.6243,1.6355
0.6249,1.6305
0.6254,1.6305
0.6259,1.6305
0.6264,1.6305
0.6270,1.6305
0.6275,1.6254
0.6280,1.6305
0.6285,1.6305
0.6290,1.6305
0.6296,1.6305
0.6301,1.6305
0.6306,1.6355
0.6311,1.6305
0.6317,1.6305
0.6322,1.6355
0.6327,1.6355
0.6332,1.6355
0.6337,1.6254
0.6343,1.6355
0.6348,1.6305
0.6353,1.6305
0.6358,1.6305
0.6364,1.6305
0.6369,1.6355
0.6374,1.6305
0.6379,1.6305
0.6385,1.6305
0.6390,1.6355
0.6395,1.6305
0.6400,1.6305
0.6405,1.6305
0.6411,1.6305
0.6416,1.6355
0.6421,1.6355
0.6426,1.6305
0.6432,1.6305
0.6437,1.6305
0.6442,1.6305
0.6447,1.6355
0.6453,1.6355
0.6458,1.6305
0.6463,1.6355
0.6468,1.6305
0.6473,1.6305
0.6479,1.6305
0.6484,1.6305
0.6489,1.6355
0.6494,1.6305
0.6500,1.6305
0.6505,1.6305
0.6510,1.6305
0.6515,1.6305
0.6521,1.6305
0.6526,1.6305
0.6531,1.6305
0.6536,1.6305
0.6542,1.6305
0.6547,1.6355
0.6552,1.6305
0.6557,1.6355
0.6563,1.6305
0.6568,1.6305
0.6573,1.6305
0.6578,1.6254
0.6583,1.6355
0.6589,1.6355
0.6594,1.6355
0.6599,1.6355
0.6604,1.6355
0.6610,1.6305
0.6615,1.6305
0.6620,1.6305
0.6625,1.6305
0.6630,1.6305
0.6636,1.6305
0.6641,1.6305
0.6646,1.6254
0.6651,1.6305
0.6657,1.6305
0.6662,1.6254
0.6668,1.6305
0.6673,1.6305
0.6678,1.6305
0.6684,1.6305
0.6689,1.6305
0.6694,1.6305
0.6699,1.6305
0.6704,1.6305
0.6710,1.6305
0.6715,1.6305
0.6720,1.6305
0.6725,1.6305
0.6731,1.6254
0.6736,1.6355
0.6741,1.6305
0.6746,1.6305
0.6752,1.6305
0.6757,1.6355
0.6762,1.6305
0.6767,1.6305
0.6772,1.6355
0.6778,1.6305
0.6783,1.6355
0.6788,1.6305
0.6793,1.6254
0.6799,1.6305
0.6804,1.6305
0.6809,1.6254
0.6814,1.6254
0.6819,1.6305
0.6825,1.6305
0.6830,1.6305
0.6835,1.6254
0.6840,1.6355
0.6846,1.6355
0.6851,1.6305
0.6856,1.6254
0.6861,1.6254
0.6867,1.6305
0.6872,1.6254
0.6877,1.6305
0.6882,1.6305
0.6887,1.6355
0.6893,1.6305
0.6898,1.6305
0.6903,1.6355
0.6908,1.6305
0.6914,1.6355
0.6919,1.6305
0.6924,1.6305
0.6929,1.6305
0.6934,1.6305
0.6940,1.6305
0.6945,1.6305
0.6950,1.6305
0.6955,1.6254
0.6961,1.6254
0.6966,1.6305
0.6971,1.6305
0.6976,1.6305
0.6982,1.6355
0.6987,1.6305
0.6992,1.6305
0.6997,1.6305
0.7002,1.6355
0.7008,1.6305
0.7013,1.6305
0.7018,1.6305
0.7024,1.6254
0.7029,1.6305
0.7034,1.6254
0.7039,1.6254
0.7044,1.6254
0.7050,1.6305
0.7055,1.6254
0.7060,1.6305
0.7065,1.6305
0.7071,1.6305
0.7076,1.6305
0.7081,1.6305
0.7086,1.6305
0.7091,1.6305
0.7097,1.6305
0.7102,1.6305
0.7107,1.6305
0.7113,1.6305
0.7118,1.6305
0.7123,1.6355
0.7128,1.6305
0.7133,1.6305
0.7139,1.6305
0.7144,1.6305
0.7149,1.6305
0.7155,1.6355
0.7160,1.6305
0.7220,1.6305
0.7226,1.6254
0.7231,1.6254
0.7236,1.6305
0.7242,1.6254
0.7247,1.6355
0.7252,1.6305
0.7258,1.6305
0.7263,1.6305
0.7269,1.6355
0.7275,1.6305
0.7280,1.6254
0.7286,1.6305
0.7291,1.6305
0.7297,1.6305
0.7302,1.6305
0.7308,1.6305
0.7313,1.6355
0.7319,1.6305
0.7324,1.6305
0.7329,1.6305
0.7334,1.6305
0.7340,1.6305
0.7345,1.6305
0.7350,1.6305
0.7356,1.6355
0.7361,1.6305
0.7366,1.6355
0.7371,1.6355
0.7377,1.6305
0.7382,1.6305
0.7387,1.6305
0.7392,1.6305
0.7397,1.6305
0.7403,1.6305
0.7408,1.6305
0.7413,1.6305
0.7418,1.6355
0.7424,1.6355
0.7429,1.6355
0.7434,1.6254
0.7439,1.6355
0.7445,1.6355
0.7451,1.6305
0.7456,1.6305
0.7461,1.6305
0.7466,1.6305
0.7472,1.6305
0.7477,1.6355
0.7482,1.6355
0.7487,1.6305
0.7492,1.6305
0.7498,1.6305
0.7503,1.6305
0.7508,1.6305
0.7513,1.6305
0.7519,1.6305
0.7524,1.6305
0.7529,1.6305
0.7534,1.6305
0.7539,1.6305
0.7545,1.6254
0.7550,1.6305
0.7555,1.6355
0.7560,1.6254
0.7566,1.6305
0.7571,1.6305
0.7576,1.6305
0.7581,1.6305
0.7586,1.6355
0.7592,1.6305
0.7597,1.6305
