с,В
35.2931,0.7191
35.2936,0.7273
35.2942,0.7477
35.2947,0.7748
35.2952,0.7991
35.2958,0.8114
35.2963,0.8061
35.2969,0.7844
35.2974,0.7532
35.2979,0.7227
35.2985,0.7021
35.2990,0.6963
35.2996,0.7034
35.3001,0.7158
35.3006,0.7234
35.3012,0.7182
35.3017,0.6989
35.3023,0.6709
35.3028,0.6448
35.3033,0.6311
35.3039,0.6361
35.3044,0.6592
35.3049,0.6940
35.3055,0.7316
35.3060,0.7639
35.3066,0.7863
35.3071,0.7983
35.3076,0.8018
35.3082,0.7995
35.3087,0.7934
35.3093,0.7841
35.3098,0.7713
35.3103,0.7553
35.3109,0.7380
35.3114,0.7228
35.3119,0.7140
35.3125,0.7141
35.3130,0.7220
35.3136,0.7328
35.3141,0.7404
35.3146,0.7404
35.3152,0.7332
35.3157,0.7246
35.3163,0.7230
35.3168,0.7354
35.3173,0.7624
35.3179,0.7971
35.3184,0.8273
35.3190,0.8408
35.3195,0.8313
35.3200,0.8008
35.3206,0.7586
35.3211,0.7161
35.3216,0.6823
35.3222,0.6600
35.3227,0.6468
35.3233,0.6373
35.3238,0.6274
35.3243,0.6169
35.3249,0.6094
35.3254,0.6093
35.3260,0.6186
35.3266,0.6342
35.3271,0.6500
35.3277,0.6600
35.3282,0.6630
35.3288,0.6631
35.3293,0.6679
35.3299,0.6826
35.3304,0.7058
35.3310,0.7288
35.3315,0.7398
35.3321,0.7297
35.3326,0.6980
35.3332,0.6534
35.3337,0.6106
35.3343,0.5838
35.3348,0.5803
35.3354,0.5980
35.3360,0.6272
35.3365,0.6560
35.3371,0.6744
35.3376,0.6770
35.3382,0.6625
35.3387,0.6333
35.3393,0.5942
35.3398,0.5521
35.3404,0.5147
35.3409,0.4887
35.3415,0.4786
35.3420,0.4865
35.3426,0.5114
35.3431,0.5503
35.3437,0.5980
35.3442,0.6485
35.3448,0.6968
35.3453,0.7390
35.3459,0.7732
35.3464,0.7989
35.3470,0.8167
35.3476,0.8280
35.3482,0.8340
35.3488,0.8349
35.3494,0.8296
35.3500,0.8166
35.3505,0.7947
35.3511,0.7645
35.3516,0.7291
35.3522,0.6930
35.3527,0.6618
35.3533,0.6396
35.3538,0.6282
35.3544,0.6263
35.3549,0.6300
35.3555,0.6346
35.3560,0.6377
35.3566,0.6406
35.3571,0.6475
35.3577,0.6632
35.3582,0.6887
35.3588,0.7191
35.3594,0.7442
35.3599,0.7529
35.3605,0.7381
35.3610,0.7003
35.3616,0.6474
35.3621,0.5914
35.3627,0.5433
35.3632,0.5104
35.3638,0.4934
35.3643,0.4880
35.3649,0.4864
35.3654,0.4819
35.3660,0.4718
35.3665,0.4597
35.3671,0.4532
35.3676,0.4609
35.3682,0.4875
35.3687,0.5318
35.3693,0.5860
35.3698,0.6389
35.3704,0.6796
35.3709,0.7013
35.3715,0.7028
35.3720,0.6891
35.3726,0.6687
35.3731,0.6509
35.3737,0.6424
35.3742,0.6449
35.3748,0.6558
35.3753,0.6688
35.3759,0.6775
35.3764,0.6763
35.3770,0.6627
35.3775,0.6375
35.3781,0.6047
35.3786,0.5704
35.3792,0.5399
35.3797,0.5167
35.3803,0.5026
35.3808,0.4975
35.3814,0.5005
35.3819,0.5096
35.3825,0.5222
35.3830,0.5352
35.3836,0.5452
35.3841,0.5482
35.3847,0.5399
35.3852,0.5175
35.3858,0.4825
35.3863,0.4425
35.3869,0.4100
35.3874,0.3990
35.3880,0.4185
35.3885,0.4680
35.3891,0.5353
35.3896,0.6001
35.3902,0.6414
35.3907,0.6464
35.3913,0.6159
35.3918,0.5628
35.3924,0.5059
35.3929,0.4627
35.3935,0.4434
35.3940,0.4485
35.3946,0.4711
35.3951,0.4999
35.3957,0.5244
35.3962,0.5383
35.3968,0.5403
35.3973,0.5331
35.3979,0.5203
35.3984,0.5057
35.3990,0.4925
35.3995,0.4842
35.4001,0.4843
35.4006,0.4944
35.4012,0.5125
35.4017,0.5329
35.4023,0.5480
35.4028,0.5518
35.4034,0.5426
35.4039,0.5234
35.4045,0.4999
35.4050,0.4781
35.4056,0.4615
35.4062,0.4510
35.4067,0.4449
35.4073,0.4413
35.4078,0.4396
35.4084,0.4413
35.4089,0.4497
35.4095,0.4685
35.4100,0.4993
35.4106,0.5401
35.4111,0.5847
35.4117,0.6246
35.4122,0.6523
35.4128,0.6648
35.4133,0.6649
35.4139,0.6600
35.4144,0.6579
35.4150,0.6617
35.4155,0.6677
35.4161,0.6670
35.4166,0.6497
35.4172,0.6100
35.4177,0.5493
35.4183,0.4773
35.4189,0.4091
35.4195,0.3605
35.4200,0.3416
35.4206,0.3525
35.4211,0.3830
35.4217,0.4164
35.4222,0.4370
35.4228,0.4356
35.4233,0.4127
35.4239,0.3771
35.4244,0.3422
35.4250,0.3209
35.4255,0.3224
35.4261,0.3496
35.4266,0.3982
35.4272,0.4579
35.4277,0.5151
35.4283,0.5568
35.4288,0.5750
35.4294,0.5686
35.4299,0.5445
35.4305,0.5138
35.4310,0.4890
35.4316,0.4787
35.4321,0.4861
35.4327,0.5077
35.4332,0.5353
35.4338,0.5585
35.4343,0.5690
35.4349,0.5633
35.4354,0.5442
35.4360,0.5193
35.4365,0.4976
35.4371,0.4862
35.4376,0.4881
35.4382,0.5011
35.4387,0.5189
35.4393,0.5336
35.4398,0.5388
35.4404,0.5328
35.4409,0.5197
35.4415,0.5078
35.4420,0.5053
35.4426,0.5159
35.4431,0.5367
35.4437,0.5598
35.4442,0.5769
35.4448,0.5827
35.4453,0.5779
35.4459,0.5691
35.4464,0.5670
35.4470,0.5814
35.4475,0.6175
35.4481,0.6733
35.4486,0.7393
35.4492,0.8022
35.4497,0.8486
35.4503,0.8702
35.4508,0.8656
35.4514,0.8402
35.4519,0.8037
35.4525,0.7661
35.4530,0.7343
35.4536,0.7115
35.4541,0.6981
35.4547,0.6933
35.4552,0.6964
35.4558,0.7067
35.4563,0.7228
35.4569,0.7424
35.4574,0.7618
35.4580,0.7762
35.4585,0.7821
35.4591,0.7799
35.4596,0.7745
35.4602,0.7744
35.4607,0.7864
35.4613,0.8115
35.4618,0.8440
35.4624,0.8739
35.4629,0.8918
35.4635,0.8933
35.4640,0.8806
35.4646,0.8616
35.4651,0.8465
35.4657,0.8433
35.4662,0.8557
35.4668,0.8823
35.4673,0.9182
35.4679,0.9566
35.4684,0.9909
35.4690,1.0153
35.4695,1.0269
35.4701,1.0257
35.4706,1.0155
35.4711,1.0018
35.4717,0.9911
35.4723,0.9894
35.4728,1.0012
35.4734,1.0283
35.4740,1.0678
35.4746,1.1115
35.4752,1.1477
35.4757,1.1653
35.4763,1.1587
35.4769,1.1304
35.4774,1.0893
35.4779,1.0475
35.4785,1.0159
35.4790,1.0016
35.4796,1.0074
35.4801,1.0310
35.4807,1.0661
35.4812,1.1051
35.4818,1.1416
35.4823,1.1731
35.4829,1.2011
35.4834,1.2288
35.4840,1.2584
35.4845,1.2897
35.4851,1.3201
35.4856,1.3456
35.4862,1.3626
35.4867,1.3690
35.4873,1.3640
35.4878,1.3493
35.4884,1.3284
35.4890,1.3067
35.4895,1.2907
35.4901,1.2855
35.4907,1.2930
35.4913,1.3098
35.4918,1.3275
35.4924,1.3363
35.4929,1.3289
35.4935,1.3042
35.4940,1.2674
35.4946,1.2274
35.4951,1.1934
35.4957,1.1730
35.4962,1.1702
35.4968,1.1858
35.4973,1.2167
35.4979,1.2567
35.4984,1.2981
35.4990,1.3336
35.4995,1.3588
35.5001,1.3725
35.5006,1.3769
35.5012,1.3757
35.5017,1.3723
35.5023,1.3689
35.5028,1.3660
35.5033,1.3626
35.5039,1.3578
35.5044,1.3517
35.5050,1.3463
35.5055,1.3454
35.5061,1.3540
35.5066,1.3760
35.5072,1.4121
35.5077,1.4585
35.5083,1.5073
35.5088,1.5491
35.5094,1.5763
35.5099,1.5866
35.5105,1.5831
35.5110,1.5723
35.5116,1.5605
35.5121,1.5502
35.5127,1.5404
35.5132,1.5280
35.5138,1.5106
35.5143,1.4886
35.5149,1.4667
35.5154,1.4520
35.5160,1.4521
35.5165,1.4711
35.5171,1.5071
35.5176,1.5514
35.5182,1.5916
35.5187,1.6158
35.5193,1.6173
35.5198,1.5972
35.5204,1.5643
35.5209,1.5309
35.5215,1.5086
35.5220,1.5038
35.5226,1.5166
35.5231,1.5415
35.5237,1.5714
35.5242,1.5999
35.5248,1.6236
35.5253,1.6415
35.5259,1.6531
35.5264,1.6567
35.5270,1.6482
35.5275,1.6235
35.5281,1.5819
35.5286,1.5285
35.5292,1.4735
35.5297,1.4290
35.5303,1.4040
35.5308,1.4016
35.5314,1.4183
35.5319,1.4465
35.5325,1.4780
35.5330,1.5070
35.5336,1.5321
35.5341,1.5549
35.5347,1.5783
35.5352,1.6033
35.5358,1.6281
35.5363,1.6490
35.5369,1.6623
35.5374,1.6669
35.5380,1.6655
35.5385,1.6640
35.5391,1.6685
35.5396,1.6815
35.5402,1.6994
35.5407,1.7137
35.5413,1.7154
35.5418,1.7003
35.5424,1.6720
35.5429,1.6400
35.5435,1.6153
35.5440,1.6045
35.5446,1.6069
35.5451,1.6147
35.5457,1.6174
35.5463,1.6061
35.5468,1.5789
35.5474,1.5412
35.5479,1.5042
35.5485,1.4798
35.5490,1.4750
35.5496,1.4901
35.5501,1.5190
35.5507,1.5535
35.5512,1.5861
35.5518,1.6129
35.5523,1.6327
35.5529,1.6452
35.5534,1.6491
35.5539,1.6420
35.5545,1.6232
35.5550,1.5960
35.5556,1.5691
35.5561,1.5531
35.5567,1.5557
35.5572,1.5774
35.5578,1.6113
35.5583,1.6468
35.5589,1.6749
35.5594,1.6914
35.5600,1.6977
35.5605,1.6973
35.5611,1.6935
35.5616,1.6872
35.5622,1.6777
35.5627,1.6635
35.5633,1.6441
35.5638,1.6202
35.5644,1.5937
35.5649,1.5672
35.5655,1.5431
35.5660,1.5243
35.5666,1.5143
35.5671,1.5176
35.5677,1.5376
35.5682,1.5755
35.5688,1.6285
35.5693,1.6892
35.5699,1.7473
35.5704,1.7906
35.5710,1.8085
35.5715,1.7944
35.5721,1.7487
35.5726,1.6801
35.5732,1.6032
35.5737,1.5341
35.5743,1.4852
35.5748,1.4618
35.5754,1.4619
35.5759,1.4792
35.5765,1.5069
35.5770,1.5402
35.5776,1.5759
35.5781,1.6115
35.5787,1.6440
35.5792,1.6688
35.5798,1.6813
35.5803,1.6782
35.5809,1.6588
35.5814,1.6265
35.5820,1.5882
35.5825,1.5529
35.5831,1.5294
35.5836,1.5247
35.5842,1.5416
35.5847,1.5786
35.5853,1.6293
35.5858,1.6839
35.5864,1.7307
35.5869,1.7583
35.5875,1.7583
35.5880,1.7284
35.5886,1.6738
35.5891,1.6065
35.5897,1.5427
35.5902,1.4979
35.5908,1.4826
35.5913,1.4989
35.5919,1.5399
35.5924,1.5931
35.5930,1.6441
35.5935,1.6819
35.5941,1.7018
35.5946,1.7053
35.5952,1.6976
35.5957,1.6838
35.5963,1.6661
35.5968,1.6438
35.5974,1.6157
35.5979,1.5835
35.5985,1.5526
35.5990,1.5292
35.5996,1.5173
35.6001,1.5163
35.6007,1.5221
35.6012,1.5291
35.6018,1.5327
35.6023,1.5307
35.6029,1.5244
35.6034,1.5190
35.6040,1.5224
35.6045,1.5420
35.6051,1.5811
35.6056,1.6366
35.6062,1.6997
35.6067,1.7579
35.6073,1.7995
35.6078,1.8170
35.6084,1.8090
35.6089,1.7805
35.6095,1.7406
35.6100,1.7000
35.6106,1.6685
35.6111,1.6528
35.6117,1.6549
35.6122,1.6709
35.6128,1.6918
35.6133,1.7070
35.6139,1.7079
35.6144,1.6915
35.6150,1.6615
35.6155,1.6266
35.6161,1.5966
35.6166,1.5789
35.6172,1.5769
35.6177,1.5903
35.6183,1.6167
35.6188,1.6513
35.6194,1.6866
35.6199,1.7130
35.6205,1.7206
35.6210,1.7037
35.6216,1.6640
35.6221,1.6126
35.6227,1.5667
35.6232,1.5427
35.6238,1.5497
35.6243,1.5856
35.6249,1.6377
35.6254,1.6873
35.6260,1.7175
35.6265,1.7186
35.6271,1.6922
35.6277,1.6507
35.6282,1.6124
35.6288,1.5951
35.6293,1.6095
35.6299,1.6553
35.6304,1.7211
35.6310,1.7886
35.6315,1.8382
35.6321,1.8553
35.6326,1.8352
35.6332,1.7837
35.6337,1.7151
35.6343,1.6469
35.6348,1.5950
35.6354,1.5696
35.6359,1.5732
35.6365,1.6013
35.6370,1.6437
35.6376,1.6882
35.6382,1.7237
35.6387,1.7431
35.6393,1.7435
35.6398,1.7261
35.6404,1.6950
35.6409,1.6563
35.6415,1.6183
35.6420,1.5905
35.6426,1.5804
35.6431,1.5905
35.6437,1.6160
35.6442,1.6463
35.6448,1.6691
35.6454,1.6764
35.6460,1.6676
35.6466,1.6494
35.6472,1.6322
35.6478,1.6244
35.6484,1.6295
35.6489,1.6448
35.6495,1.6638
35.6501,1.6790
35.6507,1.6859
35.6513,1.6846
35.6518,1.6789
35.6524,1.6737
35.6530,1.6719
35.6536,1.6721
35.6542,1.6696
35.6548,1.6585
35.6554,1.6353
35.6560,1.6010
35.6565,1.5617
35.6571,1.5267
35.6576,1.5045
35.6582,1.5004
35.6587,1.5145
35.6593,1.5408
35.6598,1.5696
35.6604,1.5898
35.6609,1.5928
35.6615,1.5760
35.6621,1.5434
35.6626,1.5043
35.6632,1.4691
35.6637,1.4448
35.6643,1.4326
35.6648,1.4286
35.6654,1.4272
35.6660,1.4251
35.6666,1.4236
35.6671,1.4283
35.6677,1.4454
35.6683,1.4782
35.6689,1.5250
35.6695,1.5787
35.6701,1.6288
35.6707,1.6647
35.6713,1.6797
35.6719,1.6729
35.6724,1.6501
35.6730,1.6210
35.6736,1.5955
35.6741,1.5801
35.6747,1.5752
35.6752,1.5759
35.6758,1.5740
35.6763,1.5621
35.6769,1.5372
35.6774,1.5022
35.6780,1.4642
35.6785,1.4313
35.6791,1.4089
35.6797,1.3978
35.6802,1.3947
35.6808,1.3945
35.6813,1.3932
35.6819,1.3901
35.6824,1.3887
35.6830,1.3937
35.6835,1.4085
35.6841,1.4327
35.6846,1.4624
35.6852,1.4916
35.6857,1.5157
35.6863,1.5331
35.6869,1.5450
35.6875,1.5543
35.6881,1.5632
35.6886,1.5714
35.6892,1.5759
35.6897,1.5720
35.6903,1.5556
35.6908,1.5256
35.6914,1.4848
35.6919,1.4402
35.6925,1.4011
35.6930,1.3771
35.6936,1.3754
35.6941,1.3975
35.6947,1.4386
35.6952,1.4881
35.6958,1.5324
35.6963,1.5591
35.6969,1.5602
35.6974,1.5344
35.6980,1.4874
35.6985,1.4313
35.6991,1.3811
35.6997,1.3508
35.7002,1.3488
35.7008,1.3748
35.7013,1.4194
35.7019,1.4661
35.7024,1.4962
35.7030,1.4953
35.7035,1.4585
35.7041,1.3931
35.7046,1.3160
35.7052,1.2481
35.7058,1.2073
35.7063,1.2025
35.7069,1.2326
35.7074,1.2886
35.7080,1.3586
35.7085,1.4318
35.7091,1.5005
35.7096,1.5593
35.7102,1.6040
35.7108,1.6305
35.7113,1.6356
35.7119,1.6190
35.7125,1.5842
35.7131,1.5391
35.7136,1.4933
35.7142,1.4545
35.7148,1.4261
35.7154,1.4068
35.7159,1.3932
35.7165,1.3822
35.7171,1.3731
35.7176,1.3689
35.7182,1.3740
35.7188,1.3920
35.7193,1.4232
35.7199,1.4638
35.7204,1.5064
35.7210,1.5423
35.7215,1.5644
35.7221,1.5687
35.7226,1.5548
35.7232,1.5252
35.7237,1.4842
35.7243,1.4375
35.7248,1.3918
35.7253,1.3558
35.7259,1.3385
35.7264,1.3458
35.7270,1.3772
35.7275,1.4237
35.7281,1.4709
35.7286,1.5040
35.7292,1.5134
35.7297,1.4980
35.7303,1.4640
35.7308,1.4217
35.7314,1.3812
35.7319,1.3496
35.7324,1.3297
35.7330,1.3208
35.7335,1.3194
35.7341,1.3202
35.7346,1.3181
35.7352,1.3098
35.7357,1.2971
35.7362,1.2873
35.7368,1.2908
35.7373,1.3160
35.7379,1.3641
35.7384,1.4268
35.7390,1.4894
35.7395,1.5362
35.7400,1.5566
35.7406,1.5485
35.7411,1.5180
35.7417,1.4760
35.7422,1.4336
35.7428,1.3985
35.7433,1.3741
35.7438,1.3608
35.7444,1.3585
35.7449,1.3692
35.7455,1.3959
35.7460,1.4405
35.7466,1.5001
35.7471,1.5654
35.7476,1.6225
35.7482,1.6573
35.7487,1.6607
35.7493,1.6316
35.7498,1.5777
35.7504,1.5117
35.7509,1.4464
35.7514,1.3907
35.7520,1.3482
35.7525,1.3190
35.7531,1.3018
35.7536,1.2953
35.7541,1.2985
35.7547,1.3081
35.7553,1.3187
35.7558,1.3233
35.7564,1.3169
35.7570,1.2999
35.7576,1.2799
35.7582,1.2688
35.7588,1.2783
35.7593,1.3141
35.7599,1.3735
35.7604,1.4458
35.7609,1.5161
35.7615,1.5698
35.7620,1.5970
35.7626,1.5942
35.7631,1.5650
35.7637,1.5192
35.7642,1.4704
35.7647,1.4327
35.7653,1.4167
35.7658,1.4265
35.7663,1.4577
35.7669,1.4977
35.7674,1.5297
35.7680,1.5380
35.7686,1.5150
35.7692,1.4640
35.7698,1.3978
35.7705,1.3337
35.7711,1.2871
35.7717,1.2670
35.7723,1.2744
35.7729,1.3047
35.7735,1.3499
35.7740,1.4013
35.7746,1.4505
35.7752,1.4903
35.7757,1.5150
35.7763,1.5212
35.7768,1.5085
35.7773,1.4805
35.7779,1.4450
35.7784,1.4126
35.7790,1.3938
35.7795,1.3951
35.7801,1.4159
35.7806,1.4487
35.7812,1.4805
35.7817,1.4973
35.7823,1.4886
35.7828,1.4515
35.7833,1.3914
35.7839,1.3207
35.7844,1.2539
35.7850,1.2035
35.7855,1.1777
35.7861,1.1793
35.7866,1.2067
35.7872,1.2543
35.7878,1.3135
35.7883,1.3744
35.7889,1.4274
35.7894,1.4668
35.7900,1.4912
35.7905,1.5038
35.7911,1.5082
35.7916,1.5061
35.7921,1.4961
35.7927,1.4760
35.7932,1.4457
35.7938,1.4086
35.7943,1.3710
35.7949,1.3397
35.7954,1.3196
35.7960,1.3128
35.7965,1.3180
35.7971,1.3318
35.7976,1.3494
35.7982,1.3648
35.7987,1.3730
35.7992,1.3704
35.7998,1.3569
35.8003,1.3361
35.8009,1.3150
35.8014,1.3027
35.8019,1.3081
35.8025,1.3371
35.8030,1.3898
35.8036,1.4583
35.8042,1.5271
35.8047,1.5766
35.8053,1.5902
35.8058,1.5603
35.8064,1.4926
35.8069,1.4046
35.8075,1.3200
35.8080,1.2612
35.8086,1.2420
35.8091,1.2634
35.8097,1.3143
35.8102,1.3747
35.8108,1.4230
35.8113,1.4437
35.8118,1.4324
35.8124,1.3967
35.8129,1.3529
35.8135,1.3180
35.8140,1.3036
35.8146,1.3113
35.8151,1.3340
35.8157,1.3599
35.8162,1.3785
35.8168,1.3860
35.8173,1.3866
35.8179,1.3903
35.8184,1.4066
35.8189,1.4385
35.8195,1.4810
35.8200,1.5234
35.8206,1.5553
35.8211,1.5707
35.8217,1.5702
35.8222,1.5587
35.8228,1.5422
35.8233,1.5248
35.8239,1.5067
35.8244,1.4851
35.8250,1.4567
35.8255,1.4207
35.8261,1.3809
35.8267,1.3443
35.8272,1.3183
35.8278,1.3068
35.8284,1.3080
35.8290,1.3158
35.8295,1.3227
35.8301,1.3237
35.8306,1.3184
35.8312,1.3102
35.8317,1.3037
35.8323,1.3020
35.8328,1.3055
35.8334,1.3127
35.8339,1.3221
35.8345,1.3340
35.8351,1.3508
35.8356,1.3750
35.8362,1.4059
35.8367,1.4394
35.8373,1.4683
35.8378,1.4857
35.8384,1.4878
35.8389,1.4755
35.8395,1.4533
35.8400,1.4273
35.8406,1.4029
35.8411,1.3837
35.8417,1.3714
35.8422,1.3655
35.8428,1.3644
35.8433,1.3648
35.8439,1.3623
35.8444,1.3532
35.8450,1.3367
35.8455,1.3160
35.8461,1.2978
35.8467,1.2898
35.8472,1.2977
35.8478,1.3227
35.8483,1.3610
35.8489,1.4049
35.8494,1.4446
35.8500,1.4712
35.8505,1.4794
35.8511,1.4685
35.8516,1.4437
35.8522,1.4136
35.8527,1.3878
35.8533,1.3738
35.8538,1.3748
35.8544,1.3891
35.8549,1.4104
35.8555,1.4292
35.8560,1.4349
35.8566,1.4200
35.8572,1.3827
35.8577,1.3288
35.8583,1.2712
35.8588,1.2261
35.8594,1.2073
35.8599,1.2210
35.8605,1.2631
35.8610,1.3203
35.8616,1.3750
35.8621,1.4113
35.8627,1.4206
35.8632,1.4041
35.8638,1.3707
35.8643,1.3328
35.8649,1.3000
35.8655,1.2764
35.8660,1.2617
35.8666,1.2540
35.8671,1.2526
35.8677,1.2576
35.8682,1.2686
35.8688,1.2834
35.8693,1.2976
35.8699,1.3063
35.8704,1.3058
35.8710,1.2947
35.8715,1.2746
35.8721,1.2504
35.8726,1.2286
35.8732,1.2155
35.8737,1.2148
35.8743,1.2272
35.8748,1.2508
35.8754,1.2823
35.8760,1.3177
35.8765,1.3524
35.8771,1.3799
35.8776,1.3929
35.8782,1.3844
35.8787,1.3516
35.8793,1.2991
35.8798,1.2393
35.8804,1.1895
35.8809,1.1657
35.8815,1.1763
35.8820,1.2190
35.8826,1.2815
35.8831,1.3466
35.8837,1.3976
35.8842,1.4239
35.8848,1.4228
35.8853,1.3982
35.8859,1.3584
35.8864,1.3131
35.8870,1.2715
35.8875,1.2400
35.8881,1.2208
35.8886,1.2120
35.8892,1.2079
35.8897,1.2029
35.8903,1.1939
35.8908,1.1826
35.8914,1.1743
35.8919,1.1741
35.8925,1.1841
35.8930,1.2018
35.8936,1.2221
35.8941,1.2397
35.8947,1.2504
35.8952,1.2510
35.8958,1.2395
35.8963,1.2148
35.8969,1.1776
35.8975,1.1312
35.8980,1.0813
35.8986,1.0362
35.8991,1.0051
35.8997,0.9962
35.9002,1.0136
35.9008,1.0559
35.9013,1.1162
35.9018,1.1849
35.9024,1.2525
35.9030,1.3118
35.9035,1.3576
35.9042,1.3871
35.9048,1.3997
35.9055,1.3967
35.9061,1.3814
35.9067,1.3568
35.9073,1.3254
35.9079,1.2886
35.9085,1.2475
35.9090,1.2040
35.9095,1.1615
35.9101,1.1247
35.9106,1.0988
35.9112,1.0884
35.9117,1.0943
35.9123,1.1128
35.9128,1.1358
35.9134,1.1540
35.9139,1.1605
35.9145,1.1550
35.9150,1.1441
35.9156,1.1385
35.9161,1.1480
35.9167,1.1768
35.9173,1.2220
35.9178,1.2748
35.9184,1.3236
35.9189,1.3580
35.9195,1.3710
35.9200,1.3601
35.9206,1.3271
35.9211,1.2774
35.9217,1.2188
35.9222,1.1607
35.9228,1.1128
35.9233,1.0841
35.9239,1.0801
35.9244,1.1011
35.9250,1.1413
35.9255,1.1899
35.9261,1.2350
35.9266,1.2668
35.9272,1.2801
35.9278,1.2765
35.9283,1.2628
35.9289,1.2490
35.9294,1.2437
35.9300,1.2506
35.9305,1.2664
35.9311,1.2819
35.9316,1.2862
35.9322,1.2715
35.9328,1.2383
35.9333,1.1959
35.9339,1.1596
35.9344,1.1435
35.9350,1.1542
35.9355,1.1873
35.9361,1.2296
35.9366,1.2651
35.9372,1.2809
35.9377,1.2714
35.9383,1.2379
35.9388,1.1876
35.9394,1.1302
35.9399,1.0752
35.9405,1.0305
35.9410,1.0015
35.9416,0.9915
35.9421,1.0021
35.9427,1.0316
35.9432,1.0739
35.9438,1.1179
35.9443,1.1505
35.9449,1.1613
35.9454,1.1474
35.9460,1.1157
35.9466,1.0805
35.9471,1.0579
35.9477,1.0594
35.9482,1.0863
35.9488,1.1298
35.9493,1.1738
35.9499,1.2017
35.9504,1.2027
35.9510,1.1760
35.9515,1.1314
35.9521,1.0855
35.9526,1.0554
35.9532,1.0525
35.9537,1.0781
35.9543,1.1234
35.9548,1.1727
35.9554,1.2094
35.9559,1.2217
35.9565,1.2055
35.9570,1.1653
35.9576,1.1107
35.9582,1.0530
35.9587,1.0012
35.9593,0.9604
35.9598,0.9322
35.9604,0.9167
35.9609,0.9154
35.9615,0.9308
35.9620,0.9658
35.9626,1.0197
35.9631,1.0855
35.9637,1.1505
35.9642,1.1994
35.9648,1.2214
35.9653,1.2148
35.9659,1.1879
35.9664,1.1543
35.9670,1.1258
35.9675,1.1079
35.9681,1.0995
35.9687,1.0970
35.9692,1.0985
35.9698,1.1052
35.9703,1.1203
35.9709,1.1445
35.9714,1.1737
35.9720,1.1982
35.9725,1.2050
35.9731,1.1830
35.9736,1.1278
35.9742,1.0448
35.9747,0.9489
35.9753,0.8600
35.9759,0.7967
35.9764,0.7694
35.9770,0.7776
35.9775,0.8116
35.9781,0.8571
35.9786,0.9004
35.9792,0.9319
35.9797,0.9472
35.9803,0.9470
35.9808,0.9368
35.9814,0.9243
35.9819,0.9170
35.9825,0.9192
35.9830,0.9309
35.9836,0.9489
35.9841,0.9689
35.9847,0.9878
35.9852,1.0048
35.9858,1.0204
35.9863,1.0359
35.9869,1.0512
35.9874,1.0658
35.9880,1.0782
35.9886,1.0879
35.9891,1.0949
35.9897,1.0990
35.9903,1.0988
35.9908,1.0921
35.9914,1.0770
35.9920,1.0536
35.9925,1.0238
35.9931,0.9915
35.9937,0.9605
35.9942,0.9340
35.9948,0.9136
35.9954,0.8993
35.9959,0.8910
35.9965,0.8899
35.9971,0.8993
35.9977,0.9229
35.9982,0.9619
35.9988,1.0119
35.9993,1.0624
35.9999,1.0995
36.0004,1.1102
36.0010,1.0881
36.0015,1.0363
36.0021,0.9677
36.0026,0.9011
36.0032,0.8561
36.0038,0.8463
36.0043,0.8749
36.0049,0.9333
36.0054,1.0034
36.0060,1.0637
36.0065,1.0965
36.0071,1.0932
36.0076,1.0561
36.0082,0.9965
36.0087,0.9293
36.0093,0.8685
36.0098,0.8236
36.0104,0.7991
36.0109,0.7945
36.0115,0.8054
36.0120,0.8241
36.0126,0.8421
36.0131,0.8525
36.0137,0.8534
36.0143,0.8481
36.0148,0.8433
36.0154,0.8462
36.0159,0.8610
36.0165,0.8884
36.0170,0.9255
36.0176,0.9674
36.0182,1.0080
36.0187,1.0416
36.0193,1.0631
36.0198,1.0685
36.0204,1.0553
36.0209,1.0235
36.0215,0.9768
36.0220,0.9237
36.0226,0.8769
36.0231,0.8501
36.0237,0.8534
36.0242,0.8893
36.0248,0.9510
36.0253,1.0248
36.0259,1.0935
36.0265,1.1410
36.0270,1.1564
36.0276,1.1362
36.0281,1.0851
36.0287,1.0143
36.0292,0.9382
36.0298,0.8702
36.0304,0.8200
36.0309,0.7908
36.0315,0.7799
36.0320,0.7804
36.0326,0.7847
36.0331,0.7873
36.0337,0.7866
36.0342,0.7846
36.0348,0.7855
36.0353,0.7933
36.0359,0.8092
36.0364,0.8307
36.0370,0.8530
36.0375,0.8715
36.0381,0.8840
36.0387,0.8905
36.0392,0.8921
36.0398,0.8883
36.0403,0.8764
36.0409,0.8525
36.0414,0.8152
36.0420,0.7685
36.0425,0.7221
36.0431,0.6890
36.0436,0.6800
36.0442,0.6991
36.0448,0.7405
36.0453,0.7901
36.0459,0.8307
36.0464,0.8494
36.0470,0.8434
36.0475,0.8214
36.0481,0.7987
36.0486,0.7893
36.0492,0.7996
36.0498,0.8258
36.0503,0.8572
36.0509,0.8817
36.0515,0.8916
36.0521,0.8857
36.0526,0.8691
36.0532,0.8495
36.0538,0.8339
36.0543,0.8261
36.0549,0.8263
36.0555,0.8327
36.0560,0.8421
36.0566,0.8520
36.0572,0.8593
36.0577,0.8609
36.0583,0.8533
36.0588,0.8338
36.0594,0.8028
36.0599,0.7651
36.0605,0.7294
36.0610,0.7051
36.0616,0.6983
36.0622,0.7086
36.0627,0.7299
36.0633,0.7528
36.0638,0.7689
36.0644,0.7743
36.0649,0.7710
36.0655,0.7650
36.0660,0.7632
36.0666,0.7694
