с,В
0.2079,2.1115
0.2085,2.1216
0.2090,2.1216
0.2096,2.1216
0.2102,2.1064
0.2107,2.1115
0.2112,2.1115
0.2118,2.1216
0.2123,2.1166
0.2128,2.1166
0.2134,2.1216
0.2139,2.1216
0.2144,2.1115
0.2150,2.1166
0.2155,2.1216
0.2160,2.1166
0.2166,2.1115
0.2171,2.1115
0.2176,2.1216
0.2181,2.1166
0.2187,2.1115
0.2192,2.1216
0.2198,2.1216
0.2203,2.1216
0.2209,2.1166
0.2215,2.1166
0.2220,2.1216
0.2226,2.1216
0.2231,2.1216
0.2237,2.1216
0.2242,2.1166
0.2247,2.1115
0.2253,2.1166
0.2258,2.1166
0.2263,2.1166
0.2269,2.1216
0.2274,2.1216
0.2280,2.1166
0.2285,2.1115
0.2290,2.1216
0.2295,2.1216
0.2301,2.1216
0.2306,2.1216
0.2311,2.1166
0.2316,2.1166
0.2322,2.1166
0.2327,2.1216
0.2332,2.1166
0.2337,2.1166
0.2343,2.1216
0.2348,2.1216
0.2353,2.1216
0.2359,2.1216
0.2364,2.1166
0.2369,2.1166
0.2375,2.1115
0.2380,2.1115
0.2386,2.1166
0.2391,2.1166
0.2396,2.1216
0.2402,2.1166
0.2407,2.1115
0.2412,2.1166
0.2417,2.1166
0.2423,2.1115
0.2428,2.1115
0.2433,2.1115
0.2439,2.1166
0.2444,2.1216
0.2449,2.1216
0.2455,2.1216
0.2460,2.1166
0.2465,2.1115
0.2471,2.1216
0.2476,2.1216
0.2482,2.1216
0.2487,2.1216
0.2493,2.1166
0.2499,2.1166
0.2505,2.1267
0.2511,2.1216
0.2517,2.1267
0.2523,2.1115
0.2529,2.1216
0.2535,2.1216
0.2541,2.1216
0.2547,2.1216
0.2553,2.1216
0.2559,2.1166
0.2565,2.1115
0.2571,2.1216
0.2577,2.1216
0.2583,2.1166
0.2589,2.1166
0.2595,2.1166
0.2601,2.1115
0.2607,2.1216
0.2613,2.1166
0.2619,2.1115
0.2625,2.1216
0.2631,2.1166
0.2636,2.1216
0.2642,2.1166
0.2648,2.1166
0.2654,2.1115
0.2660,2.1216
0.2666,2.1216
0.2671,2.1166
0.2677,2.1166
0.2682,2.1216
0.2688,2.1216
0.2694,2.1216
0.2699,2.1166
0.2705,2.1216
0.2711,2.1166
0.2717,2.1166
0.2723,2.1166
0.2729,2.1115
0.2735,2.1216
0.2741,2.1216
0.2747,2.1166
0.2753,2.1216
0.2759,2.1216
0.2765,2.1166
0.2771,2.1216
0.2777,2.1216
0.2782,2.1166
0.2788,2.1216
0.2794,2.1166
0.2800,2.1166
0.2806,2.1166
0.2812,2.1166
0.2817,2.1216
0.2823,2.1166
0.2829,2.1216
0.2835,2.1115
0.2841,2.1216
0.2847,2.1216
0.2852,2.1216
0.2858,2.1166
0.2864,2.1216
0.2870,2.1216
0.2875,2.1216
0.2881,2.1115
0.2887,2.1216
0.2893,2.1166
0.2899,2.1216
0.2905,2.1216
0.2911,2.1216
0.2917,2.1216
0.2923,2.1216
0.2929,2.1216
0.2934,2.1216
0.2940,2.1216
0.2946,2.1166
0.2952,2.1166
0.2958,2.1216
0.2963,2.1267
0.2969,2.1216
0.2975,2.1216
0.2981,2.1166
0.2986,2.1166
0.2992,2.1216
0.2997,2.1216
0.3003,2.1216
0.3009,2.1216
0.3016,2.1115
0.3022,2.1166
0.3028,2.1216
0.3034,2.1166
0.3040,2.1115
0.3046,2.1216
0.3052,2.1115
0.3058,2.1115
0.3063,2.1216
0.3069,2.1166
0.3075,2.1166
0.3080,2.1216
0.3086,2.1166
0.3091,2.1216
0.3097,2.1115
0.3103,2.1166
0.3108,2.1166
0.3114,2.1216
0.3119,2.1166
0.3124,2.1216
0.3130,2.1166
0.3135,2.1166
0.3141,2.1216
0.3146,2.1166
0.3151,2.1216
0.3157,2.1216
0.3162,2.1216
0.3167,2.1216
0.3173,2.1216
0.3179,2.1216
0.3184,2.1216
0.3190,2.1166
0.3196,2.1216
0.3201,2.1216
0.3206,2.1115
0.3212,2.1166
0.3217,2.1166
0.3223,2.1216
0.3228,2.1216
0.3234,2.1166
0.3239,2.1216
0.3244,2.1216
0.3250,2.1216
0.3255,2.1115
0.3260,2.1216
0.3266,2.1216
0.3272,2.1216
0.3277,2.1216
0.3283,2.1166
0.3291,2.1166
0.3296,2.1216
0.3302,2.1166
0.3308,2.1115
0.3314,2.1216
0.3320,2.1216
0.3325,2.1216
0.3331,2.1166
0.3337,2.1166
0.3342,2.1115
0.3347,2.1166
0.3353,2.1216
0.3359,2.1216
0.3365,2.1166
0.3370,2.1166
0.3375,2.1216
0.3381,2.1216
0.3387,2.1216
0.3392,2.1216
0.3397,2.1216
0.3402,2.1216
0.3408,2.1216
0.3413,2.1166
0.3418,2.1216
0.3423,2.1216
0.3429,2.1166
0.3434,2.1216
0.3439,2.1216
0.3445,2.1216
0.3450,2.1216
0.3456,2.1216
0.3462,2.1216
0.3468,2.1166
0.3474,2.1216
0.3480,2.1216
0.3486,2.1166
0.3491,2.1216
0.3497,2.1216
0.3503,2.1115
0.3509,2.1216
0.3515,2.1166
0.3521,2.1267
0.3528,2.1216
0.3534,2.1115
0.3540,2.1216
0.3546,2.1115
0.3552,2.1166
0.3558,2.1166
0.3565,2.1115
0.3571,2.1216
0.3577,2.1216
0.3583,2.1216
0.3590,2.1166
0.3596,2.1216
0.3603,2.1166
0.3609,2.1115
0.3615,2.1115
0.3622,2.1166
0.3628,2.1216
0.3635,2.1166
0.3641,2.1216
0.3648,2.1216
0.3654,2.1115
0.3660,2.1115
0.3666,2.1166
0.3672,2.1115
0.3678,2.1166
0.3683,2.1166
0.3689,2.1166
0.3695,2.1166
0.3701,2.1115
0.3707,2.1166
0.3713,2.1216
0.3718,2.1216
0.3724,2.1216
0.3729,2.1115
0.3734,2.1216
0.3740,2.1166
0.3745,2.1166
0.3750,2.1216
0.3756,2.1115
0.3762,2.1216
0.3767,2.1216
0.3773,2.1216
0.3779,2.1166
0.3785,2.1216
0.3791,2.1115
0.3797,2.1166
0.3803,2.1216
0.3809,2.1166
0.3815,2.1166
0.3821,2.1115
0.3827,2.1115
0.3833,2.1166
0.3839,2.1115
0.3845,2.1216
0.3851,2.1115
0.3857,2.1216
0.3864,2.1216
0.3871,2.1216
0.3878,2.1216
0.3884,2.1216
0.3890,2.1216
0.3896,2.1166
0.3902,2.1216
0.3908,2.1216
0.3914,2.1216
0.3920,2.1166
0.3926,2.1166
0.3932,2.1115
0.3938,2.1216
0.3944,2.1216
0.3950,2.1166
0.3956,2.1216
0.3962,2.1166
0.3968,2.1216
0.3973,2.1115
0.3979,2.1115
0.3985,2.1166
0.3990,2.1216
0.3996,2.1166
0.4002,2.1166
0.4007,2.1166
0.4013,2.1166
0.4018,2.1216
0.4024,2.1216
0.4032,2.1166
0.4038,2.1216
0.4043,2.1166
0.4049,2.1216
0.4054,2.1115
0.4060,2.1166
0.4065,2.1166
0.4070,2.1216
0.4075,2.1216
0.4081,2.1166
0.4086,2.1216
0.4091,2.1216
0.4096,2.1166
0.4102,2.1166
0.4107,2.1115
0.4112,2.1216
0.4117,2.1216
0.4123,2.1216
0.4128,2.1166
0.4133,2.1115
0.4138,2.1216
0.4143,2.1115
0.4149,2.1166
0.4154,2.1216
0.4159,2.1166
0.4164,2.1115
0.4170,2.1166
0.4175,2.1166
0.4180,2.1216
0.4185,2.1216
0.4191,2.1166
0.4196,2.1216
0.4201,2.1216
0.4207,2.1216
0.4212,2.1115
0.4217,2.1166
0.4222,2.1166
0.4227,2.1115
0.4233,2.1216
0.4238,2.1166
0.4243,2.1166
0.4248,2.1166
0.4254,2.1166
0.4259,2.1166
0.4264,2.1216
0.4269,2.1216
0.4275,2.1166
0.4280,2.1216
0.4285,2.1166
0.4290,2.1166
0.4295,2.1166
0.4301,2.1166
0.4306,2.1115
0.4311,2.1166
0.4317,2.1216
0.4322,2.1216
0.4327,2.1166
0.4333,2.1166
0.4338,2.1166
0.4343,2.1216
0.4348,2.1166
0.4354,2.1216
0.4359,2.1216
0.4364,2.1216
0.4369,2.1115
0.4375,2.1115
0.4380,2.1166
0.4385,2.1267
0.4390,2.1115
0.4396,2.1216
0.4401,2.1216
0.4406,2.1216
0.4411,2.1166
0.4417,2.1216
0.4422,2.1166
0.4427,2.1216
0.4432,2.1166
0.4438,2.1115
0.4443,2.1115
0.4448,2.1216
0.4453,2.1166
0.4458,2.1166
0.4464,2.1216
0.4469,2.1115
0.4474,2.1115
0.4479,2.1115
0.4485,2.1166
0.4490,2.1216
0.4495,2.1216
0.4500,2.1216
0.4506,2.1216
0.4511,2.1115
0.4516,2.1166
0.4521,2.1166
0.4527,2.1166
0.4532,2.1216
0.4537,2.1216
0.4542,2.1166
0.4548,2.1115
0.4553,2.1166
0.4558,2.1166
0.4563,2.1166
0.4568,2.1115
0.4574,2.1166
0.4579,2.1166
0.4584,2.1166
0.4589,2.1166
0.4595,2.1216
0.4600,2.1166
0.4605,2.1166
0.4610,2.1115
0.4616,2.1216
0.4621,2.1216
0.4626,2.1166
0.4631,2.1216
0.4637,2.1166
0.4642,2.1216
0.4647,2.1166
0.4653,2.1166
0.4658,2.1115
0.4663,2.1115
0.4668,2.1166
0.4673,2.1216
0.4679,2.1166
0.4684,2.1166
0.4689,2.1166
0.4694,2.1166
0.4700,2.1216
0.4705,2.1216
0.4710,2.1216
0.4715,2.1166
0.4721,2.1216
0.4726,2.1216
0.4731,2.1216
0.4736,2.1166
0.4742,2.1115
0.4747,2.1166
0.4752,2.1115
0.4757,2.1166
0.4763,2.1166
0.4768,2.1115
0.4773,2.1166
0.4779,2.1115
0.4784,2.1216
0.4789,2.1166
0.4795,2.1216
0.4800,2.1166
0.4805,2.1216
0.4811,2.1216
0.4816,2.1216
0.4821,2.1216
0.4827,2.1166
0.4832,2.1216
0.4837,2.1166
0.4842,2.1166
0.4848,2.1216
0.4853,2.1166
0.4858,2.1115
0.4864,2.1216
0.4869,2.1166
0.4874,2.1216
0.4880,2.1216
0.4885,2.1166
0.4891,2.1216
0.4896,2.1216
0.4902,2.1166
0.4907,2.1115
0.4913,2.1216
0.4918,2.1216
0.4924,2.1166
0.4929,2.1166
0.4935,2.1115
0.4940,2.1115
0.4945,2.1166
0.4950,2.1166
0.4956,2.1216
0.4961,2.1216
0.4966,2.1166
0.4971,2.1115
0.4977,2.1216
0.4982,2.1115
0.4987,2.1166
0.4992,2.1115
0.4998,2.1166
0.5003,2.1166
0.5008,2.1166
0.5013,2.1216
0.5019,2.1166
0.5024,2.1216
0.5029,2.1216
0.5034,2.1216
0.5039,2.1216
0.5045,2.1216
0.5050,2.1166
0.5055,2.1216
0.5061,2.1216
0.5066,2.1216
0.5071,2.1216
0.5076,2.1216
0.5082,2.1216
0.5087,2.1267
0.5092,2.1216
0.5097,2.1216
0.5103,2.1166
0.5109,2.1166
0.5114,2.1115
0.5120,2.1115
0.5125,2.1216
0.5131,2.1166
0.5137,2.1166
0.5143,2.1216
0.5149,2.1166
0.5155,2.1166
0.5160,2.1216
0.5166,2.1216
0.5172,2.1216
0.5178,2.1166
0.5184,2.1166
0.5190,2.1115
0.5197,2.1166
0.5203,2.1166
0.5209,2.1166
0.5215,2.1115
0.5221,2.1216
0.5227,2.1216
0.5233,2.1166
0.5239,2.1216
0.5244,2.1166
0.5249,2.1216
0.5255,2.1115
0.5260,2.1115
0.5266,2.1166
0.5271,2.1166
0.5276,2.1115
0.5282,2.1216
0.5287,2.1115
0.5292,2.1166
0.5298,2.1166
0.5303,2.1115
0.5309,2.1166
0.5314,2.1166
0.5319,2.1216
0.5325,2.1216
0.5330,2.1166
0.5336,2.1115
0.5346,2.1064
0.5352,2.1166
0.5359,2.1216
0.5364,2.1216
0.5370,2.1166
0.5375,2.1166
0.5380,2.1166
0.5386,2.1216
0.5391,2.1166
0.5396,2.1166
0.5402,2.1216
0.5407,2.1166
0.5412,2.1115
0.5418,2.1166
0.5423,2.1216
0.5429,2.1166
0.5434,2.1166
0.5439,2.1115
0.5448,2.1166
0.5453,2.1166
0.5460,2.1216
0.5465,2.1166
0.5470,2.1115
0.5476,2.1166
0.5481,2.1216
0.5486,2.1216
0.5492,2.1216
0.5497,2.1216
0.5502,2.1216
0.5508,2.1216
0.5513,2.1216
0.5519,2.1216
0.5524,2.1166
0.5530,2.1115
0.5535,2.1166
0.5541,2.1216
0.5546,2.1115
0.5552,2.1216
0.5557,2.1216
0.5563,2.1166
0.5568,2.1166
0.5574,2.1216
0.5580,2.1216
0.5586,2.1216
0.5592,2.1216
0.5597,2.1216
0.5604,2.1115
0.5609,2.1115
0.5615,2.1166
0.5622,2.1216
0.5627,2.1216
0.5633,2.1216
0.5640,2.1166
0.5647,2.1216
0.5653,2.1216
0.5659,2.1166
0.5665,2.1216
0.5670,2.1115
0.5676,2.1166
0.5682,2.1115
0.5689,2.1216
0.5694,2.1216
0.5700,2.1216
0.5706,2.1166
0.5713,2.1216
0.5719,2.1216
0.5726,2.1216
0.5732,2.1216
0.5738,2.1115
0.5743,2.1216
0.5749,2.1166
0.5755,2.1166
0.5761,2.1115
0.5767,2.1216
0.5772,2.1216
0.5778,2.1216
0.5783,2.1166
0.5788,2.1166
0.5793,2.1216
0.5799,2.1166
0.5804,2.1166
0.5809,2.1166
0.5814,2.1166
0.5820,2.1115
0.5825,2.1115
0.5830,2.1166
0.5836,2.1166
0.5841,2.1115
0.5846,2.1166
0.5851,2.1216
0.5856,2.1166
0.5862,2.1166
0.5868,2.1216
0.5873,2.1216
0.5879,2.1115
0.5884,2.1216
0.5890,2.1216
0.5896,2.1115
0.5901,2.1115
0.5907,2.1216
0.5912,2.1216
0.5918,2.1216
0.5923,2.1166
0.5929,2.1216
0.5934,2.1216
0.5940,2.1166
0.5945,2.1115
0.5950,2.1216
0.5956,2.1115
0.5961,2.1166
0.5967,2.1216
0.5973,2.1115
0.5979,2.1166
0.5984,2.1166
0.5990,2.1166
0.5996,2.1166
0.6002,2.1216
0.6007,2.1216
0.6012,2.1216
0.6018,2.1216
0.6023,2.1216
0.6028,2.1216
0.6034,2.1216
0.6039,2.1166
0.6044,2.1166
0.6050,2.1166
0.6055,2.1216
0.6060,2.1216
0.6066,2.1115
0.6072,2.1216
0.6077,2.1216
0.6083,2.1115
0.6089,2.1115
0.6095,2.1216
0.6101,2.1216
0.6107,2.1115
0.6112,2.1216
0.6118,2.1166
0.6124,2.1064
0.6130,2.1216
0.6136,2.1166
0.6142,2.1216
0.6148,2.1115
0.6153,2.1216
0.6159,2.1064
0.6165,2.1216
0.6170,2.1166
0.6176,2.1166
0.6181,2.1166
0.6187,2.1115
0.6195,2.1166
0.6202,2.1216
0.6208,2.1166
0.6213,2.1216
0.6219,2.1216
0.6224,2.1216
0.6229,2.1115
0.6235,2.1216
0.6240,2.1216
0.6245,2.1166
0.6251,2.1216
0.6256,2.1216
0.6261,2.1216
0.6267,2.1216
0.6272,2.1115
0.6277,2.1216
0.6282,2.1166
0.6288,2.1216
0.6293,2.1166
0.6299,2.1166
0.6304,2.1115
0.6309,2.1166
0.6315,2.1166
0.6320,2.1216
0.6326,2.1216
0.6331,2.1166
0.6336,2.1166
0.6342,2.1216
0.6347,2.1216
0.6353,2.1115
0.6358,2.1166
0.6364,2.1166
0.6369,2.1166
0.6375,2.1166
0.6380,2.1216
0.6386,2.1216
0.6392,2.1216
0.6397,2.1216
0.6402,2.1216
0.6408,2.1216
0.6413,2.1166
0.6418,2.1216
0.6423,2.1166
0.6429,2.1166
0.6434,2.1166
0.6439,2.1166
0.6444,2.1166
0.6450,2.1166
0.6455,2.1216
0.6460,2.1166
0.6465,2.1216
0.6471,2.1216
0.6476,2.1166
0.6481,2.1166
0.6486,2.1216
0.6492,2.1166
0.6497,2.1216
0.6502,2.1166
0.6507,2.1166
0.6512,2.1115
0.6518,2.1166
0.6523,2.1166
0.6528,2.1115
0.6533,2.1166
0.6539,2.1166
0.6544,2.1166
0.6549,2.1216
0.6554,2.1166
0.6560,2.1115
0.6565,2.1166
0.6570,2.1115
0.6575,2.1115
0.6581,2.1115
0.6587,2.1216
0.6593,2.1115
0.6599,2.1115
0.6604,2.1166
0.6610,2.1216
0.6616,2.1166
0.6621,2.1216
0.6626,2.1216
0.6632,2.1216
0.6638,2.1166
0.6643,2.1166
0.6648,2.1216
0.6653,2.1166
0.6659,2.1216
0.6664,2.1166
0.6669,2.1115
0.6674,2.1216
0.6680,2.1216
0.6685,2.1216
0.6691,2.1216
0.6697,2.1216
0.6703,2.1115
0.6708,2.1216
0.6713,2.1216
0.6719,2.1216
0.6730,2.1166
0.6736,2.1216
0.6742,2.1216
0.6747,2.1216
0.6752,2.1216
0.6758,2.1115
0.6763,2.1115
0.6768,2.1216
0.6773,2.1166
0.6779,2.1166
0.6784,2.1115
0.6789,2.1166
0.6794,2.1166
0.6800,2.1166
0.6805,2.1166
0.6810,2.1216
0.6815,2.1166
0.6820,2.1216
0.6826,2.1115
0.6831,2.1216
0.6836,2.1166
0.6841,2.1216
0.6847,2.1166
0.6852,2.1166
0.6857,2.1166
0.6863,2.1216
0.6868,2.1166
0.6874,2.1166
0.6879,2.1216
0.6884,2.1166
0.6889,2.1216
0.6894,2.1216
0.6900,2.1166
0.6905,2.1166
0.6910,2.1115
0.6915,2.1115
0.6921,2.1216
0.6926,2.1216
0.6931,2.1166
0.6936,2.1216
0.6941,2.1166
0.6947,2.1166
0.6952,2.1115
0.6957,2.1216
0.6962,2.1166
0.6968,2.1166
0.6973,2.1166
0.6978,2.1166
0.6983,2.1216
0.6989,2.1216
0.6994,2.1166
0.6999,2.1166
0.7004,2.1166
0.7009,2.1166
0.7015,2.1166
0.7020,2.1166
0.7025,2.1216
0.7031,2.1216
0.7036,2.1216
0.7041,2.1216
0.7047,2.1216
0.7052,2.1166
0.7057,2.1166
0.7062,2.1166
0.7067,2.1166
0.7073,2.1115
0.7078,2.1166
0.7083,2.1166
0.7089,2.1216
0.7094,2.1216
0.7099,2.1166
0.7104,2.1216
0.7110,2.1115
0.7115,2.1166
0.7120,2.1115
0.7125,2.1115
0.7131,2.1115
0.7136,2.1166
0.7141,2.1115
0.7146,2.1115
0.7152,2.1115
0.7157,2.1216
0.7162,2.1115
0.7167,2.1216
0.7173,2.1166
0.7178,2.1216
0.7183,2.1166
0.7188,2.1216
0.7194,2.1216
0.7199,2.1216
0.7204,2.1216
0.7209,2.1115
0.7215,2.1216
0.7220,2.1166
0.7225,2.1166
0.7230,2.1166
0.7236,2.1166
0.7241,2.1166
0.7246,2.1166
0.7251,2.1166
0.7257,2.1166
0.7262,2.1216
0.7267,2.1216
0.7272,2.1166
0.7278,2.1064
0.7283,2.1115
0.7288,2.1115
0.7293,2.1166
0.7299,2.1166
0.7304,2.1216
0.7309,2.1216
0.7314,2.1216
0.7320,2.1115
0.7325,2.1166
0.7330,2.1216
0.7335,2.1216
0.7341,2.1166
0.7346,2.1216
0.7351,2.1166
0.7356,2.1166
0.7362,2.1216
0.7367,2.1166
0.7372,2.1216
0.7377,2.1216
0.7383,2.1166
0.7388,2.1115
0.7393,2.1115
0.7398,2.1166
0.7404,2.1216
0.7409,2.1166
0.7414,2.1166
0.7419,2.1216
0.7425,2.1166
0.7430,2.1216
0.7435,2.1166
0.7440,2.1166
0.7446,2.1216
0.7451,2.1166
0.7456,2.1166
0.7461,2.1216
0.7467,2.1216
0.7472,2.1216
0.7477,2.1216
0.7482,2.1166
0.7488,2.1115
0.7493,2.1216
0.7498,2.1216
0.7503,2.1166
0.7509,2.1216
0.7514,2.1166
0.7519,2.1216
0.7524,2.1216
0.7530,2.1216
0.7535,2.1166
0.7540,2.1166
0.7545,2.1216
0.7551,2.1166
0.7556,2.1115
0.7561,2.1115
0.7566,2.1216
0.7572,2.1166
0.7577,2.1166
0.7582,2.1064
0.7587,2.1115
0.7593,2.1166
0.7598,2.1216
0.7603,2.1115
0.7608,2.1216
0.7614,2.1166
0.7619,2.1166
0.7624,2.1216
0.7629,2.1166
0.7635,2.1216
0.7640,2.1216
0.7645,2.1166
0.7650,2.1166
0.7656,2.1216
0.7661,2.1216
0.7666,2.1166
0.7671,2.1166
0.7676,2.1115
0.7682,2.1166
0.7687,2.1115
0.7692,2.1216
0.7697,2.1216
0.7703,2.1166
0.7708,2.1216
0.7713,2.1166
0.7718,2.1115
0.7724,2.1115
0.7729,2.1166
0.7734,2.1216
0.7739,2.1166
0.7744,2.1166
0.7750,2.1216
0.7755,2.1216
0.7760,2.1166
0.7765,2.1166
0.7771,2.1216
0.7776,2.1166
0.7781,2.1216
0.7786,2.1166
0.7792,2.1115
0.7797,2.1115
0.7802,2.1166
0.7807,2.1216
0.7813,2.1166
0.7818,2.1216
0.7823,2.1115
